transaction_id,customer_id,branch_id,transaction_date,transaction_type,channel,amount,status,is_fraud_flag,currency
ACB-TXN00000902,ACB-C004097,ACB-BR004,2024-12-15,Wire Transfer,Mobile App,139467.68,Completed,0,USD
ACB-TXN00000903,ACB-C013380,ACB-BR030,2024-07-24,Bill Payment,Mobile App,375.79,Completed,0,USD
ACB-TXN00000904,ACB-C004947,ACB-BR005,2023-11-04,Withdrawal,Branch,134.53,Completed,0,USD
ACB-TXN00000905,ACB-C000604,ACB-BR075,2023-08-23,Transfer,Mobile App,8218.76,Completed,0,USD
ACB-TXN00000906,ACB-C000718,ACB-BR064,2023-01-03,Withdrawal,Online Banking,80.51,Pending,0,USD
ACB-TXN00000907,ACB-C001950,ACB-BR054,2023-08-07,ATM Withdrawal,Online Banking,40.0,Reversed,0,USD
ACB-TXN00000908,ACB-C011106,ACB-BR074,2025-12-10,Deposit,ATM,2716.56,Completed,0,USD
ACB-TXN00000909,ACB-C007069,ACB-BR030,2023-05-26,ATM Withdrawal,Online Banking,80.0,Completed,0,USD
ACB-TXN00000910,ACB-C007381,ACB-BR079,2025-10-31,Transfer,Branch,1869.01,Completed,0,USD
ACB-TXN00000911,ACB-C008225,ACB-BR020,2026-01-22,POS Purchase,Online Banking,19.97,Completed,0,USD
ACB-TXN00000912,ACB-C004208,ACB-BR042,2025-05-01,Deposit,Telephone,418.24,Completed,0,USD
ACB-TXN00000913,ACB-C014502,ACB-BR033,2023-08-21,Withdrawal,Mobile App,128.54,Completed,0,USD
ACB-TXN00000914,ACB-C014243,ACB-BR007,2024-03-14,Direct Deposit,Branch,1098.38,Completed,0,USD
ACB-TXN00000915,ACB-C012084,ACB-BR049,2023-11-15,POS Purchase,Mobile App,48.04,Failed,0,USD
ACB-TXN00000916,ACB-C006747,ACB-BR050,2024-05-17,POS Purchase,Mobile App,71.66,Completed,0,USD
ACB-TXN00000917,ACB-C011308,ACB-BR022,2025-01-27,Deposit,Branch,849.13,Completed,0,USD
ACB-TXN00000918,ACB-C009307,ACB-BR080,2025-07-07,POS Purchase,Mobile App,116.27,Completed,0,USD
ACB-TXN00000919,ACB-C010735,ACB-BR010,2024-10-19,POS Purchase,Mobile App,144.16,Completed,0,USD
ACB-TXN00000920,ACB-C008580,ACB-BR059,2024-03-06,Withdrawal,Mobile App,37.32,Completed,0,USD
ACB-TXN00000921,ACB-C005472,ACB-BR066,2025-12-18,Deposit,Online Banking,46.04,Completed,0,USD
ACB-TXN00000922,ACB-C007876,ACB-BR079,2024-09-20,Deposit,Telephone,862.48,Completed,0,USD
ACB-TXN00000923,ACB-C001940,ACB-BR010,2025-10-26,Direct Deposit,Mobile App,2732.29,Completed,0,USD
ACB-TXN00000924,ACB-C013414,ACB-BR014,2023-06-08,Bill Payment,Branch,103.38,Completed,0,USD
ACB-TXN00000925,ACB-C005616,ACB-BR029,2023-07-26,Direct Deposit,ATM,2243.82,Completed,0,USD
ACB-TXN00000926,ACB-C001237,ACB-BR077,2023-07-02,Wire Transfer,ATM,4029.18,Completed,0,USD
ACB-TXN00000927,ACB-C005907,ACB-BR031,2024-10-27,Deposit,Branch,330.17,Completed,0,USD
ACB-TXN00000928,ACB-C001339,ACB-BR035,2025-10-19,POS Purchase,ATM,450.04,Completed,0,USD
ACB-TXN00000929,ACB-C013969,ACB-BR028,2023-03-18,Bill Payment,ATM,421.39,Reversed,0,USD
ACB-TXN00000930,ACB-C000482,ACB-BR011,2024-01-22,Bill Payment,Branch,252.2,Completed,0,USD
ACB-TXN00000931,ACB-C004231,ACB-BR010,2024-09-05,Withdrawal,Mobile App,146.1,Completed,0,USD
ACB-TXN00000932,ACB-C000519,ACB-BR008,2025-07-27,Withdrawal,Mobile App,65.15,Completed,0,USD
ACB-TXN00000933,ACB-C007561,ACB-BR064,2025-01-26,Direct Deposit,Online Banking,4362.05,Completed,0,USD
ACB-TXN00000934,ACB-C005009,ACB-BR039,2025-03-21,Bill Payment,ATM,109.8,Completed,0,USD
ACB-TXN00000935,ACB-C004579,ACB-BR078,2023-04-19,ATM Withdrawal,Mobile App,200.0,Completed,0,USD
ACB-TXN00000936,ACB-C002903,ACB-BR034,2023-07-09,POS Purchase,ATM,226.03,Completed,0,USD
ACB-TXN00000937,ACB-C006443,ACB-BR027,2025-04-23,POS Purchase,Branch,147.26,Completed,0,USD
ACB-TXN00000938,ACB-C001679,ACB-BR031,2024-08-09,Direct Deposit,Mobile App,1165.8,Completed,0,USD
ACB-TXN00000939,ACB-C012040,ACB-BR002,2023-11-27,Direct Deposit,Branch,1997.29,Completed,0,USD
ACB-TXN00000940,ACB-C001834,ACB-BR009,2025-02-26,POS Purchase,Mobile App,124.25,Completed,0,USD
ACB-TXN00000941,ACB-C004111,ACB-BR025,2024-01-19,ATM Withdrawal,Online Banking,300.0,Completed,0,USD
ACB-TXN00000942,ACB-C014471,ACB-BR008,2024-09-10,Bill Payment,Branch,328.72,Completed,0,USD
ACB-TXN00000943,ACB-C010313,ACB-BR025,2024-11-15,Bill Payment,,167.61,Completed,0,USD
ACB-TXN00000944,ACB-C006738,ACB-BR021,2024-10-24,POS Purchase,Branch,38.16,Completed,0,USD
ACB-TXN00000945,ACB-C008301,ACB-BR005,2024-08-04,ATM Withdrawal,,500.0,Failed,0,USD
ACB-TXN00000946,ACB-C012872,ACB-BR012,2025-05-02,Transfer,Mobile App,409.91,Completed,0,USD
ACB-TXN00000947,ACB-C004508,ACB-BR043,2023-11-30,Deposit,Mobile App,1603.92,Completed,0,USD
ACB-TXN00000948,ACB-C011014,ACB-BR069,2023-01-07,Withdrawal,Online Banking,481.05,Completed,0,USD
ACB-TXN00000949,ACB-C012340,ACB-BR063,2023-12-31,Withdrawal,Online Banking,286.88,Pending,0,USD
ACB-TXN00000950,ACB-C011785,ACB-BR044,2023-09-10,Deposit,Online Banking,2731.54,Completed,0,USD
ACB-TXN00000951,ACB-C014554,ACB-BR016,2024-04-17,POS Purchase,Mobile App,71.35,Completed,0,USD
ACB-TXN00000952,ACB-C009790,ACB-BR009,2024-11-30,Transfer,Branch,1123.33,Completed,0,USD
ACB-TXN00000953,ACB-C000569,ACB-BR019,2024-05-28,Deposit,ATM,308.67,Completed,0,USD
ACB-TXN00000954,ACB-C003067,ACB-BR023,2025-03-08,Deposit,Online Banking,269.32,Completed,0,USD
ACB-TXN00000955,ACB-C009088,ACB-BR019,2023-12-14,Deposit,Telephone,361.9,Completed,0,USD
ACB-TXN00000956,ACB-C011753,ACB-BR015,2023-10-23,ATM Withdrawal,Mobile App,300.0,Pending,0,USD
ACB-TXN00000957,ACB-C012712,ACB-BR007,2024-05-26,ATM Withdrawal,Branch,200.0,Completed,0,USD
ACB-TXN00000958,ACB-C007910,ACB-BR080,2026-03-12,Deposit,ATM,596.96,Completed,1,USD
ACB-TXN00000959,ACB-C007461,ACB-BR009,2024-08-05,Deposit,Mobile App,1389.46,Failed,0,USD
ACB-TXN00000960,ACB-C011088,ACB-BR020,2023-01-09,POS Purchase,ATM,88.67,Completed,0,USD
ACB-TXN00000961,ACB-C001581,ACB-BR064,2025-09-30,Withdrawal,Mobile App,183.04,Completed,0,USD
ACB-TXN00000962,ACB-C005032,ACB-BR074,2023-06-20,Deposit,ATM,716.92,Completed,0,USD
ACB-TXN00000963,ACB-C012729,ACB-BR069,2025-06-29,ATM Withdrawal,Telephone,80.0,Completed,0,USD
ACB-TXN00000964,ACB-C000486,ACB-BR060,2024-05-19,Bill Payment,Branch,110.46,Completed,0,USD
ACB-TXN00000965,ACB-C001223,ACB-BR043,2024-08-27,ATM Withdrawal,Mobile App,80.0,Completed,0,USD
ACB-TXN00000966,ACB-C008898,ACB-BR027,2024-04-14,Transfer,Mobile App,1131.44,Completed,0,USD
ACB-TXN00000967,ACB-C013513,ACB-BR038,2024-07-19,Direct Deposit,Branch,1166.31,Completed,0,USD
ACB-TXN00000968,ACB-C007172,ACB-BR030,2025-02-27,ATM Withdrawal,Online Banking,60.0,Completed,0,USD
ACB-TXN00000969,ACB-C000245,ACB-BR002,2025-02-23,POS Purchase,Telephone,42.44,Completed,0,USD
ACB-TXN00000970,ACB-C007056,ACB-BR008,2023-05-08,Transfer,ATM,957.33,Completed,0,USD
ACB-TXN00000971,ACB-C010480,ACB-BR040,2024-11-28,Withdrawal,Mobile App,333.8,Completed,0,USD
ACB-TXN00000972,ACB-C012745,ACB-BR027,2024-06-14,POS Purchase,,182.29,Completed,0,USD
ACB-TXN00000973,ACB-C006628,ACB-BR077,2025-08-25,Deposit,Online Banking,9567.21,Completed,0,USD
ACB-TXN00000974,ACB-C014866,ACB-BR027,2023-04-12,Transfer,Mobile App,3373.97,Completed,0,USD
ACB-TXN00000975,ACB-C001145,ACB-BR066,2023-04-14,Bill Payment,Mobile App,286.48,Failed,0,USD
ACB-TXN00000976,ACB-C010889,ACB-BR034,2025-05-04,Withdrawal,Branch,172.03,Completed,0,USD
ACB-TXN00000977,ACB-C007901,ACB-BR062,2023-04-14,Withdrawal,Branch,49.9,Completed,0,USD
ACB-TXN00000978,ACB-C013137,ACB-BR014,2024-05-26,Direct Deposit,Mobile App,2717.62,Completed,0,USD
ACB-TXN00000979,ACB-C014718,ACB-BR005,2026-03-14,Transfer,Online Banking,765.47,Completed,0,USD
ACB-TXN00000980,ACB-C013350,ACB-BR027,2025-12-12,POS Purchase,Mobile App,166.79,Completed,0,USD
ACB-TXN00000981,ACB-C013201,ACB-BR034,2023-06-07,Transfer,Mobile App,825.22,Completed,0,USD
ACB-TXN00000982,ACB-C005524,ACB-BR059,2023-04-16,Transfer,Telephone,596.67,Completed,0,USD
ACB-TXN00000983,ACB-C013924,ACB-BR032,2025-06-23,POS Purchase,Mobile App,127.56,Completed,0,USD
ACB-TXN00000984,ACB-C000967,ACB-BR073,2026-03-29,POS Purchase,ATM,131.59,Completed,0,USD
ACB-TXN00000985,ACB-C013471,ACB-BR066,2025-01-02,Direct Deposit,Branch,2198.68,Completed,0,USD
ACB-TXN00000986,ACB-C007724,ACB-BR005,2023-08-10,POS Purchase,Telephone,46.79,Completed,0,USD
ACB-TXN00000987,ACB-C006022,ACB-BR069,2025-03-12,Deposit,Online Banking,613.44,Completed,0,USD
ACB-TXN00000988,ACB-C014889,ACB-BR006,2024-01-24,Bill Payment,ATM,229.02,Completed,0,USD
ACB-TXN00000989,ACB-C005212,ACB-BR029,2024-11-21,Deposit,Online Banking,665.75,Completed,0,USD
ACB-TXN00000990,ACB-C001203,ACB-BR003,2023-10-01,POS Purchase,Branch,19.07,Completed,0,USD
ACB-TXN00000991,ACB-C005248,ACB-BR058,2023-06-02,Wire Transfer,Online Banking,657.76,Completed,0,USD
ACB-TXN00000992,ACB-C012787,ACB-BR008,2024-06-15,Bill Payment,Branch,365.42,Completed,0,USD
ACB-TXN00000993,ACB-C007182,ACB-BR077,2023-06-24,Deposit,Mobile App,528.38,Completed,0,USD
ACB-TXN00000994,ACB-C011008,ACB-BR034,2023-12-30,Deposit,ATM,1131.11,Completed,0,USD
ACB-TXN00000995,ACB-C014118,ACB-BR011,2023-01-01,Transfer,Branch,779.6,Completed,0,USD
ACB-TXN00000996,ACB-C008782,ACB-BR040,2023-12-16,POS Purchase,Mobile App,46.0,Completed,0,USD
ACB-TXN00000997,ACB-C001550,ACB-BR069,2023-12-05,Withdrawal,Branch,39.01,Completed,0,USD
ACB-TXN00000998,ACB-C007216,ACB-BR030,2024-08-19,Withdrawal,Mobile App,101.21,Completed,0,USD
ACB-TXN00000999,ACB-C009492,ACB-BR025,2023-08-07,Withdrawal,Mobile App,314.58,Completed,0,USD
ACB-TXN00001000,ACB-C011116,ACB-BR073,2025-09-25,Direct Deposit,Online Banking,2453.57,Completed,0,USD
ACB-TXN00001001,ACB-C006320,ACB-BR076,2024-11-23,Bill Payment,Branch,166.49,Completed,0,USD
ACB-TXN00001002,ACB-C008924,ACB-BR004,2025-03-28,Deposit,Branch,122.03,Completed,0,USD
ACB-TXN00001003,ACB-C002241,ACB-BR066,2023-05-18,POS Purchase,Online Banking,493.28,Completed,0,USD
ACB-TXN00001004,ACB-C001941,ACB-BR075,2025-02-23,Wire Transfer,Branch,17261.17,Completed,0,USD
ACB-TXN00001005,ACB-C000714,ACB-BR075,2025-11-19,Transfer,Mobile App,10428.0,Completed,0,USD
ACB-TXN00001006,ACB-C010705,ACB-BR051,2023-03-27,Deposit,Online Banking,711.88,Pending,0,USD
ACB-TXN00001007,ACB-C001111,ACB-BR027,2024-11-22,POS Purchase,ATM,71.0,Completed,0,USD
ACB-TXN00001008,ACB-C005047,ACB-BR004,2025-06-12,Withdrawal,Branch,58.94,Completed,0,USD
ACB-TXN00001009,ACB-C008691,ACB-BR058,2024-06-02,POS Purchase,Telephone,75.91,Completed,0,USD
ACB-TXN00001010,ACB-C009602,ACB-BR004,2023-06-25,Deposit,Telephone,433.31,Completed,0,USD
ACB-TXN00001011,ACB-C000683,ACB-BR011,2025-12-18,Withdrawal,Online Banking,491.76,Completed,0,USD
ACB-TXN00001012,ACB-C009547,ACB-BR077,2024-11-18,Bill Payment,Mobile App,240.29,Completed,0,USD
ACB-TXN00001013,ACB-C004400,ACB-BR058,2024-07-06,Bill Payment,ATM,480.2,Completed,0,USD
ACB-TXN00001014,ACB-C005075,ACB-BR006,2023-09-07,POS Purchase,ATM,30.66,Completed,0,USD
ACB-TXN00001015,ACB-C012921,ACB-BR008,2024-01-28,Withdrawal,ATM,225.19,Completed,0,USD
ACB-TXN00001016,ACB-C012308,ACB-BR080,2024-03-23,Transfer,Mobile App,18062.08,Completed,0,USD
ACB-TXN00001017,ACB-C005157,ACB-BR033,2024-02-08,Transfer,ATM,7987.48,Completed,0,USD
ACB-TXN00001018,ACB-C006513,ACB-BR078,2025-06-09,POS Purchase,Branch,59.98,Completed,0,USD
ACB-TXN00001019,ACB-C002392,ACB-BR028,2025-03-13,Transfer,Online Banking,97.38,Completed,0,USD
ACB-TXN00001020,ACB-C002105,ACB-BR062,2025-01-06,Deposit,Mobile App,379.05,Completed,0,USD
ACB-TXN00001021,ACB-C005357,ACB-BR066,2023-01-26,Direct Deposit,Mobile App,4159.08,Completed,0,USD
ACB-TXN00001022,ACB-C002401,ACB-BR065,2023-10-15,Deposit,Mobile App,325.28,Completed,0,USD
ACB-TXN00001023,ACB-C002224,ACB-BR033,2025-11-26,POS Purchase,Mobile App,133.15,Completed,0,USD
ACB-TXN00001024,ACB-C008833,ACB-BR033,2024-11-28,ATM Withdrawal,Branch,40.0,Completed,0,USD
ACB-TXN00001025,ACB-C011475,ACB-BR042,2023-05-18,Deposit,ATM,220.03,Completed,0,USD
ACB-TXN00001026,ACB-C012859,ACB-BR041,2024-11-04,ATM Withdrawal,Mobile App,100.0,Completed,0,USD
ACB-TXN00001027,ACB-C011877,ACB-BR004,2025-06-01,Withdrawal,Online Banking,196.63,Completed,0,USD
ACB-TXN00001028,ACB-C007592,ACB-BR048,2024-10-16,Wire Transfer,Mobile App,4074.3,Completed,0,USD
ACB-TXN00001029,ACB-C007343,ACB-BR061,2026-02-04,ATM Withdrawal,Mobile App,200.0,Completed,0,USD
ACB-TXN00001030,ACB-C012972,ACB-BR018,2023-08-27,Transfer,ATM,60.71,Completed,0,USD
ACB-TXN00001031,ACB-C010637,ACB-BR068,2025-06-18,Withdrawal,Telephone,71.52,Completed,0,USD
ACB-TXN00001032,ACB-C001588,ACB-BR021,2023-07-22,Transfer,Online Banking,1204.81,Completed,0,USD
ACB-TXN00001033,ACB-C007719,ACB-BR017,2025-02-03,Deposit,Branch,2045.5,Completed,0,USD
ACB-TXN00001034,ACB-C004121,ACB-BR007,2025-08-27,POS Purchase,Mobile App,108.45,Completed,0,USD
ACB-TXN00001035,ACB-C010767,ACB-BR025,2026-01-28,Transfer,Mobile App,798.19,Completed,0,USD
ACB-TXN00001036,ACB-C012428,ACB-BR074,2023-12-16,POS Purchase,Online Banking,72.78,Completed,0,USD
ACB-TXN00001037,ACB-C008081,ACB-BR017,2026-03-04,Deposit,Branch,64.0,Completed,0,USD
ACB-TXN00001038,ACB-C008842,ACB-BR028,2023-05-02,Deposit,Branch,2671.16,Completed,0,USD
ACB-TXN00001039,ACB-C012644,ACB-BR075,2024-11-05,Withdrawal,Online Banking,68.43,Completed,0,USD
ACB-TXN00001040,ACB-C012745,ACB-BR073,2023-12-30,POS Purchase,Online Banking,97.18,Completed,0,USD
ACB-TXN00001041,ACB-C008406,ACB-BR033,2024-09-14,Wire Transfer,Telephone,6889.6,Completed,0,USD
ACB-TXN00001042,ACB-C000530,ACB-BR061,2024-01-01,Deposit,Online Banking,2048.39,Completed,0,USD
ACB-TXN00001043,ACB-C009752,ACB-BR065,2023-12-15,Transfer,Mobile App,2939.27,Completed,0,USD
ACB-TXN00001044,ACB-C003305,ACB-BR076,2023-06-25,POS Purchase,Mobile App,57.18,Completed,0,USD
ACB-TXN00001045,ACB-C014603,ACB-BR036,2023-08-26,POS Purchase,Telephone,58.34,Completed,0,USD
ACB-TXN00001046,ACB-C004579,ACB-BR056,2023-07-30,Bill Payment,Online Banking,62.16,Completed,0,USD
ACB-TXN00001047,ACB-C006110,ACB-BR002,2024-08-02,Deposit,ATM,448.78,Completed,0,USD
ACB-TXN00001048,ACB-C003059,ACB-BR035,2023-11-24,Bill Payment,,889.99,Completed,0,USD
ACB-TXN00001049,ACB-C009455,ACB-BR048,2026-03-14,POS Purchase,Online Banking,162.62,Completed,0,USD
ACB-TXN00001050,ACB-C003191,ACB-BR066,2024-07-07,ATM Withdrawal,Branch,60.0,Completed,0,USD
ACB-TXN00001051,ACB-C011672,ACB-BR006,2025-10-28,Transfer,ATM,96.28,Completed,0,USD
ACB-TXN00001052,ACB-C009897,ACB-BR075,2023-08-20,POS Purchase,Online Banking,87.11,Completed,0,USD
ACB-TXN00001053,ACB-C001570,ACB-BR047,2024-08-17,POS Purchase,Mobile App,136.84,Completed,0,USD
ACB-TXN00001054,ACB-C010246,ACB-BR012,2023-08-14,ATM Withdrawal,Mobile App,300.0,Completed,0,USD
ACB-TXN00001055,ACB-C010021,ACB-BR036,2024-08-05,POS Purchase,Mobile App,108.26,Completed,0,USD
ACB-TXN00001056,ACB-C005426,ACB-BR026,2023-01-15,Deposit,Branch,857.21,Completed,0,USD
ACB-TXN00001057,ACB-C003876,ACB-BR055,2023-06-22,Deposit,Mobile App,1371.22,Completed,0,USD
ACB-TXN00001058,ACB-C002772,ACB-BR059,2024-03-19,Deposit,Branch,224.79,Completed,0,USD
ACB-TXN00001059,ACB-C007871,ACB-BR049,2025-11-17,POS Purchase,Telephone,34.22,Completed,0,USD
ACB-TXN00001060,ACB-C003102,ACB-BR066,2025-01-11,Direct Deposit,Mobile App,1339.74,Completed,0,USD
ACB-TXN00001061,ACB-C010180,ACB-BR073,2025-03-23,Transfer,ATM,499.22,Completed,0,USD
ACB-TXN00001062,ACB-C010807,ACB-BR039,2026-03-28,Transfer,Mobile App,449.25,Completed,0,USD
ACB-TXN00001063,ACB-C001059,ACB-BR055,2024-01-24,Direct Deposit,Branch,3403.12,Completed,0,USD
ACB-TXN00001064,ACB-C012615,ACB-BR010,2023-09-05,POS Purchase,Branch,152.23,Completed,0,USD
ACB-TXN00001065,ACB-C009977,ACB-BR062,2024-08-05,Bill Payment,Mobile App,1084.09,Completed,0,USD
ACB-TXN00001066,ACB-C010593,ACB-BR003,2023-12-11,Withdrawal,Online Banking,346.31,Completed,0,USD
ACB-TXN00001067,ACB-C001149,ACB-BR063,2025-04-24,ATM Withdrawal,Branch,200.0,Completed,0,USD
ACB-TXN00001068,ACB-C004544,ACB-BR074,2024-10-20,Withdrawal,Online Banking,131.14,Completed,0,USD
ACB-TXN00001069,ACB-C001922,ACB-BR016,2023-11-12,POS Purchase,Branch,127.0,Completed,0,USD
ACB-TXN00001070,ACB-C005314,ACB-BR076,2023-01-12,Direct Deposit,ATM,2303.3,Completed,0,USD
ACB-TXN00001071,ACB-C005128,ACB-BR077,2023-09-05,Direct Deposit,ATM,2396.59,Completed,0,USD
ACB-TXN00001072,ACB-C014162,ACB-BR048,2023-11-29,Withdrawal,ATM,77.32,Completed,0,USD
ACB-TXN00001073,ACB-C011826,ACB-BR033,2023-03-04,Withdrawal,ATM,368.54,Completed,0,USD
ACB-TXN00001074,ACB-C007101,ACB-BR028,2023-08-10,Withdrawal,Branch,69.11,Completed,0,USD
ACB-TXN00001075,ACB-C007369,ACB-BR058,2025-07-11,POS Purchase,Mobile App,79.36,Completed,0,USD
ACB-TXN00001076,ACB-C003607,ACB-BR069,2024-09-10,POS Purchase,Branch,52.38,Completed,0,USD
ACB-TXN00001077,ACB-C000734,ACB-BR056,2023-03-29,Deposit,Online Banking,390.33,Completed,0,USD
ACB-TXN00001078,ACB-C002659,ACB-BR070,2023-11-08,Withdrawal,ATM,98.22,Completed,0,USD
ACB-TXN00001079,ACB-C008202,ACB-BR033,2023-04-16,Withdrawal,Branch,156.61,Completed,0,USD
ACB-TXN00001080,ACB-C010931,ACB-BR032,2025-11-02,POS Purchase,Branch,15.69,Completed,0,USD
ACB-TXN00001081,ACB-C000032,ACB-BR078,2024-09-11,Bill Payment,Online Banking,141.9,Completed,0,USD
ACB-TXN00001082,ACB-C008276,ACB-BR046,2024-09-21,POS Purchase,Mobile App,116.36,Completed,0,USD
ACB-TXN00001083,ACB-C009700,ACB-BR020,2025-06-11,Transfer,Mobile App,20089.95,Completed,0,USD
ACB-TXN00001084,ACB-C000153,ACB-BR076,2025-10-27,POS Purchase,Mobile App,34.19,Completed,0,USD
ACB-TXN00001085,ACB-C012778,ACB-BR056,2025-11-17,POS Purchase,Mobile App,42.24,Completed,0,USD
ACB-TXN00001086,ACB-C001078,ACB-BR008,2025-12-02,ATM Withdrawal,Mobile App,40.0,Failed,0,USD
ACB-TXN00001087,ACB-C011289,ACB-BR055,2025-03-11,Deposit,Mobile App,1248.9,Failed,0,USD
ACB-TXN00001088,ACB-C004485,ACB-BR058,2025-04-05,POS Purchase,Online Banking,59.67,Reversed,0,USD
ACB-TXN00001089,ACB-C002375,ACB-BR010,2025-01-15,Deposit,Mobile App,16583.18,Completed,0,USD
ACB-TXN00001090,ACB-C008329,ACB-BR063,2024-08-31,POS Purchase,ATM,20.26,Completed,0,USD
ACB-TXN00001091,ACB-C013961,ACB-BR052,2026-01-18,POS Purchase,Online Banking,94.66,Completed,0,USD
ACB-TXN00001092,ACB-C010819,ACB-BR077,2023-06-01,POS Purchase,Mobile App,15.32,Completed,0,USD
ACB-TXN00001093,ACB-C012393,ACB-BR042,2026-01-15,ATM Withdrawal,Mobile App,100.0,Completed,0,USD
ACB-TXN00001094,ACB-C010247,ACB-BR067,2023-10-28,ATM Withdrawal,Mobile App,80.0,Completed,0,USD
ACB-TXN00001095,ACB-C002364,ACB-BR042,2025-08-06,POS Purchase,Mobile App,90.4,Completed,0,USD
ACB-TXN00001096,ACB-C007294,ACB-BR067,2024-01-18,POS Purchase,Mobile App,76.66,Completed,0,USD
ACB-TXN00001097,ACB-C003581,ACB-BR027,2023-09-13,POS Purchase,Mobile App,40.06,Completed,0,USD
ACB-TXN00001098,ACB-C003684,ACB-BR078,2024-05-21,POS Purchase,Branch,123.15,Completed,0,USD
ACB-TXN00001099,ACB-C000588,ACB-BR021,2025-02-28,Transfer,Online Banking,1118.73,Completed,0,USD
ACB-TXN00001100,ACB-C007581,ACB-BR073,2025-07-25,Deposit,ATM,1887.17,Completed,0,USD
ACB-TXN00001101,ACB-C004553,ACB-BR076,2024-10-31,Withdrawal,Mobile App,60.78,Completed,0,USD
ACB-TXN00001102,ACB-C011770,ACB-BR073,2023-07-28,POS Purchase,Online Banking,32.36,Completed,0,USD
ACB-TXN00001103,ACB-C008988,ACB-BR026,2025-05-02,Transfer,ATM,102.36,Completed,0,USD
ACB-TXN00001104,ACB-C008214,ACB-BR047,2024-10-01,Deposit,Online Banking,659.87,Completed,0,USD
ACB-TXN00001105,ACB-C011141,ACB-BR010,2024-07-13,ATM Withdrawal,Online Banking,60.0,Completed,0,USD
ACB-TXN00001106,ACB-C013228,ACB-BR055,2026-03-27,Bill Payment,Telephone,188.91,Completed,0,USD
ACB-TXN00001107,ACB-C007232,ACB-BR061,2023-09-11,ATM Withdrawal,Online Banking,60.0,Completed,0,USD
ACB-TXN00001108,ACB-C011797,ACB-BR073,2024-10-03,POS Purchase,Online Banking,146.29,Completed,0,USD
ACB-TXN00001109,ACB-C007958,ACB-BR014,2024-01-27,Deposit,ATM,993.78,Completed,0,USD
ACB-TXN00001110,ACB-C009217,ACB-BR078,2023-11-03,POS Purchase,Mobile App,81.67,Completed,0,USD
ACB-TXN00001111,ACB-C014341,ACB-BR046,2023-08-21,Wire Transfer,Mobile App,8360.94,Completed,0,USD
ACB-TXN00001112,ACB-C012302,ACB-BR041,2026-02-20,ATM Withdrawal,Mobile App,500.0,Reversed,0,USD
ACB-TXN00001113,ACB-C009297,ACB-BR066,2023-02-22,POS Purchase,Online Banking,237.64,Completed,0,USD
ACB-TXN00001114,ACB-C003293,ACB-BR079,2023-07-14,Withdrawal,Online Banking,346.67,Pending,0,USD
ACB-TXN00001115,ACB-C012525,ACB-BR027,2023-07-21,Bill Payment,Branch,286.17,Completed,1,USD
ACB-TXN00001116,ACB-C014582,ACB-BR027,2024-01-26,Deposit,Branch,961.14,Completed,0,USD
ACB-TXN00001117,ACB-C010346,ACB-BR037,2023-05-07,POS Purchase,Branch,67.02,Pending,0,USD
ACB-TXN00001118,ACB-C013624,ACB-BR064,2025-11-25,Transfer,Online Banking,533.65,Completed,0,USD
ACB-TXN00001119,ACB-C008185,ACB-BR067,2024-10-06,Transfer,Online Banking,496.0,Pending,0,USD
ACB-TXN00001120,ACB-C001274,ACB-BR014,2023-10-09,ATM Withdrawal,Online Banking,40.0,Completed,0,USD
ACB-TXN00001121,ACB-C010116,ACB-BR032,2024-03-21,Deposit,Online Banking,514.91,Completed,0,USD
ACB-TXN00001122,ACB-C009903,ACB-BR007,2023-07-29,Bill Payment,Mobile App,488.98,Failed,0,USD
ACB-TXN00001123,ACB-C003889,ACB-BR044,2025-01-05,Wire Transfer,Branch,15018.21,Completed,0,USD
ACB-TXN00001124,ACB-C009340,ACB-BR063,2025-04-04,POS Purchase,Mobile App,60.09,Completed,0,USD
ACB-TXN00001125,ACB-C010019,ACB-BR049,2025-12-28,Transfer,Online Banking,1084.03,Completed,0,USD
ACB-TXN00001126,ACB-C014420,ACB-BR015,2023-12-16,POS Purchase,Branch,112.22,Completed,0,USD
ACB-TXN00001127,ACB-C001230,ACB-BR046,2024-04-27,Bill Payment,Branch,576.73,Completed,0,USD
ACB-TXN00001128,ACB-C010324,ACB-BR026,2024-08-16,Wire Transfer,Mobile App,43821.45,Completed,0,USD
ACB-TXN00001129,ACB-C010098,ACB-BR042,2024-01-10,POS Purchase,Online Banking,54.69,Reversed,0,USD
ACB-TXN00001130,ACB-C005489,ACB-BR025,2026-01-17,Wire Transfer,ATM,17240.94,Completed,0,USD
ACB-TXN00001131,ACB-C005974,ACB-BR056,2024-05-28,Transfer,Mobile App,303.85,Completed,0,USD
ACB-TXN00001132,ACB-C012274,ACB-BR052,2023-01-26,Withdrawal,Online Banking,232.08,Completed,0,USD
ACB-TXN00001133,ACB-C001664,ACB-BR048,2023-09-14,Withdrawal,Branch,230.4,Completed,0,USD
ACB-TXN00001134,ACB-C001305,ACB-BR052,2023-10-30,Withdrawal,Online Banking,966.89,Completed,0,USD
ACB-TXN00001135,ACB-C006675,ACB-BR028,2024-05-30,Transfer,Mobile App,488.5,Completed,0,USD
ACB-TXN00001136,ACB-C012041,ACB-BR060,2025-03-19,Withdrawal,Mobile App,40.74,Completed,0,USD
