loan_id,customer_id,loan_type,origination_date,loan_amount,outstanding_balance,interest_rate,term_months,loan_status,days_past_due,is_npl,branch_originated
ACB-LN0001907,ACB-C005291,Home Equity Loan,2023-11-01,27366.08,22231.78,0.1323,120.0,Current,0,0,ACB-BR062
ACB-LN0001908,ACB-C005114,Mortgage,2022-05-18,420973.22,404865.37,0.0513,84.0,Current,0,0,ACB-BR004
ACB-LN0001909,ACB-C008975,Auto Loan,2023-07-15,35424.09,3837.04,0.16,120.0,60-89 DPD,87,0,ACB-BR072
ACB-LN0001910,ACB-C007062,Mortgage,2020-03-20,591900.84,425569.83,0.04,12.0,90+ DPD,172,1,ACB-BR018
ACB-LN0001911,ACB-C006934,Student Loan,2022-08-15,68342.5,44846.1,0.0769,60.0,Paid Off,0,0,ACB-BR001
ACB-LN0001912,ACB-C013779,Personal Loan,2020-03-14,8333.8,4831.89,0.1188,180.0,Current,0,0,ACB-BR041
ACB-LN0001913,ACB-C009647,Mortgage,2022-03-12,571372.22,309255.42,0.0667,120.0,Current,0,0,ACB-BR019
ACB-LN0001914,ACB-C003038,Auto Loan,2025-03-30,50584.69,34986.48,0.16,180.0,Paid Off,0,0,ACB-BR012
ACB-LN0001915,ACB-C012414,Home Equity Loan,2019-06-01,69869.08,31709.71,0.0663,360.0,Current,0,0,ACB-BR066
ACB-LN0001916,ACB-C004675,Mortgage,2020-08-31,484706.67,130669.97,0.0436,48.0,Current,0,0,ACB-BR073
ACB-LN0001917,ACB-C001538,Home Equity Loan,2025-05-10,68863.85,37665.49,0.1002,180.0,Current,0,0,ACB-BR022
ACB-LN0001918,ACB-C000163,Mortgage,2020-07-08,378404.05,361562.84,0.0613,360.0,Current,0,0,ACB-BR044
ACB-LN0001919,ACB-C008448,Mortgage,2024-09-21,145883.57,66520.31,0.061,180.0,Current,0,0,ACB-BR077
ACB-LN0001920,ACB-C000189,Auto Loan,2021-12-25,44701.67,8109.01,0.0874,84.0,Current,0,0,ACB-BR022
ACB-LN0001921,ACB-C014800,Mortgage,2019-02-27,398798.87,80689.41,0.0329,,Current,0,0,ACB-BR001
ACB-LN0001922,ACB-C007303,Personal Loan,2022-09-17,25776.3,15856.81,0.2277,240.0,Current,0,0,ACB-BR031
ACB-LN0001923,ACB-C007480,Mortgage,2023-09-16,392575.27,364565.69,0.0751,240.0,Current,0,0,ACB-BR043
ACB-LN0001924,ACB-C001867,Auto Loan,2022-11-12,37333.42,16112.36,0.1249,120.0,Current,0,0,ACB-BR021
ACB-LN0001925,ACB-C007134,Personal Loan,2022-04-13,31662.51,6142.78,0.1837,240.0,30-59 DPD,47,0,ACB-BR051
ACB-LN0001926,ACB-C008891,Mortgage,2019-01-14,351566.74,181203.35,0.0456,36.0,Current,0,0,ACB-BR022
ACB-LN0001927,ACB-C001485,Mortgage,2024-12-11,525871.51,328008.39,0.0906,36.0,60-89 DPD,69,0,ACB-BR027
ACB-LN0001928,ACB-C005518,Personal Loan,2019-09-20,33915.76,29951.85,0.1981,84.0,Current,0,0,ACB-BR027
ACB-LN0001929,ACB-C005101,Home Equity Loan,2021-03-17,91996.06,71225.81,0.08,36.0,Current,0,0,ACB-BR056
ACB-LN0001930,ACB-C009081,Mortgage,2021-05-27,255314.09,48008.03,0.0689,48.0,Current,0,0,ACB-BR072
ACB-LN0001931,ACB-C008916,Student Loan,2022-02-22,15888.33,10330.17,0.0637,60.0,Current,0,0,ACB-BR059
ACB-LN0001932,ACB-C009618,Personal Loan,2023-09-26,5502.35,2224.1,0.1693,360.0,60-89 DPD,73,0,ACB-BR018
ACB-LN0001933,ACB-C001841,Auto Loan,2023-03-20,45074.44,42316.89,0.16,60.0,Current,0,0,ACB-BR074
ACB-LN0001934,ACB-C006983,Personal Loan,2019-10-12,20630.66,6879.26,0.1886,84.0,Default,356,1,ACB-BR038
ACB-LN0001935,ACB-C003763,Mortgage,2024-08-16,572776.33,130653.8,0.0463,60.0,Current,0,0,ACB-BR055
ACB-LN0001936,ACB-C003169,Home Equity Loan,2022-06-07,44891.3,28267.02,0.14,120.0,Current,0,0,ACB-BR022
ACB-LN0001937,ACB-C006850,Mortgage,2021-06-11,536720.76,167290.58,0.0356,48.0,Current,0,0,ACB-BR012
ACB-LN0001938,ACB-C007497,Mortgage,2025-12-21,529195.4,97801.12,0.0699,36.0,Current,0,0,ACB-BR001
ACB-LN0001939,ACB-C010340,Home Equity Loan,2023-02-26,20290.61,16634.67,0.1041,60.0,Paid Off,0,0,ACB-BR079
ACB-LN0001940,ACB-C002535,Personal Loan,2025-01-01,28163.56,2288.41,0.24,24.0,Paid Off,0,0,ACB-BR043
ACB-LN0001941,ACB-C009250,Student Loan,2022-04-02,61561.17,25198.8,0.0728,84.0,Current,0,0,ACB-BR079
ACB-LN0001942,ACB-C006675,Auto Loan,2021-12-19,37748.71,30461.92,0.1319,36.0,Paid Off,0,0,ACB-BR042
ACB-LN0001943,ACB-C012511,Mortgage,2021-01-13,238413.48,151263.15,0.0419,240.0,Current,0,0,ACB-BR072
ACB-LN0001944,ACB-C009950,Mortgage,2023-09-16,256198.35,76349.82,0.0609,60.0,Current,0,0,ACB-BR066
ACB-LN0001945,ACB-C005369,Mortgage,2023-11-17,227366.51,206499.63,0.0594,48.0,Current,0,0,ACB-BR029
ACB-LN0001946,ACB-C003422,Home Equity Loan,2021-06-27,52752.07,8837.87,0.1009,360.0,Default,293,1,ACB-BR009
ACB-LN0001947,ACB-C010953,Auto Loan,2023-09-07,42232.26,6476.97,0.0994,60.0,90+ DPD,125,1,ACB-BR070
ACB-LN0001948,ACB-C002459,Small Business Loan,2025-08-20,66189.32,20069.93,0.1346,240.0,Paid Off,0,0,ACB-BR052
ACB-LN0001949,ACB-C010675,Personal Loan,2022-01-02,4551.8,1374.0,0.1087,36.0,Current,0,0,ACB-BR078
ACB-LN0001950,ACB-C009263,Mortgage,2023-12-04,603277.8,239830.12,0.0914,360.0,90+ DPD,142,1,ACB-BR015
ACB-LN0001951,ACB-C012555,Personal Loan,2021-07-28,29298.97,13419.82,,36.0,30-59 DPD,56,0,ACB-BR008
ACB-LN0001952,ACB-C006574,Small Business Loan,2022-10-25,199013.62,10820.96,0.1159,180.0,Current,0,0,ACB-BR075
ACB-LN0001953,ACB-C001095,Home Equity Loan,2025-07-20,57116.14,24814.98,0.114,12.0,Current,0,0,ACB-BR038
ACB-LN0001954,ACB-C014760,Student Loan,2021-07-06,31012.19,11026.14,0.0482,84.0,30-59 DPD,54,0,ACB-BR036
ACB-LN0001955,ACB-C002453,Auto Loan,2020-06-25,10986.51,5934.9,0.0988,120.0,Current,0,0,ACB-BR051
ACB-LN0001956,ACB-C008790,Personal Loan,2023-08-20,27903.24,17974.12,0.24,48.0,Current,0,0,ACB-BR003
ACB-LN0001957,ACB-C013327,Auto Loan,2023-06-29,39884.01,15323.82,0.119,240.0,Current,0,0,ACB-BR076
ACB-LN0001958,ACB-C002458,Student Loan,2019-05-04,8035.7,3182.1,0.0439,36.0,Current,0,0,ACB-BR058
ACB-LN0001959,ACB-C005530,Home Equity Loan,2021-01-07,21967.02,19191.62,0.1083,240.0,Current,0,0,ACB-BR041
ACB-LN0001960,ACB-C012809,Auto Loan,2019-09-07,53531.53,26928.68,0.1241,180.0,Current,0,0,ACB-BR026
ACB-LN0001961,ACB-C011667,Auto Loan,2021-10-23,47900.02,44939.47,0.1093,84.0,Current,0,0,ACB-BR035
ACB-LN0001962,ACB-C012040,Auto Loan,2019-02-21,37459.08,12304.31,,360.0,Current,0,0,ACB-BR056
ACB-LN0001963,ACB-C010112,Student Loan,2023-11-01,35433.61,18987.08,0.0796,24.0,Current,0,0,ACB-BR032
ACB-LN0001964,ACB-C014833,Mortgage,2025-06-22,292352.81,217787.38,0.095,360.0,Current,0,0,ACB-BR078
ACB-LN0001965,ACB-C012427,Personal Loan,2025-10-27,34514.54,5589.2,0.1548,60.0,Current,0,0,ACB-BR019
ACB-LN0001966,ACB-C010756,Mortgage,2024-06-04,220442.95,127894.47,0.0905,120.0,Current,0,0,ACB-BR070
ACB-LN0001967,ACB-C014665,Home Equity Loan,2022-09-18,105866.37,80822.25,0.14,12.0,Current,0,0,ACB-BR029
ACB-LN0001968,ACB-C001924,Mortgage,2024-12-22,607399.77,274794.94,0.095,36.0,Paid Off,0,0,ACB-BR001
ACB-LN0001969,ACB-C009295,Auto Loan,2025-10-31,15191.38,5868.68,0.0626,12.0,90+ DPD,176,1,ACB-BR061
ACB-LN0001970,ACB-C007598,Mortgage,2019-04-28,524798.89,120745.39,0.0319,180.0,Current,0,0,ACB-BR069
ACB-LN0001971,ACB-C006663,Personal Loan,2020-03-21,8774.02,6026.38,0.1917,12.0,30-59 DPD,32,0,ACB-BR076
ACB-LN0001972,ACB-C004551,Student Loan,2022-12-19,27210.76,12573.34,0.08,36.0,Paid Off,0,0,ACB-BR013
ACB-LN0001973,ACB-C002900,Student Loan,2022-06-02,43651.73,13083.13,0.0915,180.0,Current,0,0,ACB-BR029
ACB-LN0001974,ACB-C004578,Mortgage,2021-04-26,192793.25,63785.31,0.0543,48.0,Current,0,0,ACB-BR010
ACB-LN0001975,ACB-C009287,Personal Loan,2021-06-20,12043.3,684.57,0.091,360.0,Current,0,0,ACB-BR079
ACB-LN0001976,ACB-C005547,Student Loan,2024-04-18,32758.65,16363.46,0.1038,48.0,Default,328,1,ACB-BR008
ACB-LN0001977,ACB-C005331,Mortgage,2021-05-08,561319.26,404542.6,0.0673,84.0,Current,0,0,ACB-BR061
ACB-LN0001978,ACB-C013538,Mortgage,2019-03-13,468521.78,290830.22,0.0707,180.0,Current,0,0,ACB-BR005
ACB-LN0001979,ACB-C014215,Personal Loan,2020-09-04,18108.69,10085.89,0.1236,84.0,Paid Off,0,0,ACB-BR044
ACB-LN0001980,ACB-C014599,Mortgage,2025-07-04,166349.76,34283.08,0.0729,36.0,Current,0,0,ACB-BR001
ACB-LN0001981,ACB-C007453,Personal Loan,2020-06-01,14574.44,13014.85,0.128,36.0,Current,0,0,ACB-BR004
ACB-LN0001982,ACB-C008332,Home Equity Loan,2020-06-06,84052.26,14701.18,0.0894,180.0,Current,0,0,ACB-BR037
ACB-LN0001983,ACB-C006391,Mortgage,2021-09-23,133004.54,99291.2,0.0545,60.0,60-89 DPD,89,0,ACB-BR066
ACB-LN0001984,ACB-C001452,Personal Loan,2019-12-10,28694.74,20068.63,0.1137,24.0,Default,330,1,ACB-BR020
ACB-LN0001985,ACB-C005244,Home Equity Loan,2025-10-10,33825.26,28586.2,0.14,24.0,Current,0,0,ACB-BR066
ACB-LN0001986,ACB-C006290,Personal Loan,2023-09-12,7517.14,6900.4,0.2062,120.0,Paid Off,0,0,ACB-BR041
ACB-LN0001987,ACB-C012347,Personal Loan,2025-12-15,2955.52,1522.04,0.24,48.0,Current,0,0,ACB-BR020
ACB-LN0001988,ACB-C004471,Personal Loan,2019-11-28,22261.04,11205.09,0.1669,60.0,60-89 DPD,71,0,ACB-BR006
ACB-LN0001989,ACB-C007082,Auto Loan,2020-07-26,35452.87,22362.65,0.0457,48.0,Current,0,0,ACB-BR038
ACB-LN0001990,ACB-C005472,Small Business Loan,2025-02-12,234949.37,65481.97,0.2,84.0,Current,0,0,ACB-BR080
ACB-LN0001991,ACB-C006098,Student Loan,2021-05-20,57527.79,40583.9,0.0533,120.0,Current,0,0,ACB-BR044
ACB-LN0001992,ACB-C002295,Home Equity Loan,2020-04-22,53711.45,18351.45,0.1049,360.0,Current,0,0,ACB-BR008
ACB-LN0001993,ACB-C007013,Auto Loan,2021-08-21,43797.47,21674.32,0.0558,36.0,Current,0,0,ACB-BR028
ACB-LN0001994,ACB-C007000,Small Business Loan,2022-10-28,49959.64,36118.21,0.2,12.0,Paid Off,0,0,ACB-BR060
ACB-LN0001995,ACB-C008711,Auto Loan,2024-08-17,42567.34,8436.04,0.151,360.0,Current,0,0,ACB-BR030
ACB-LN0001996,ACB-C006435,Home Equity Loan,2021-02-07,24532.53,19300.19,0.0789,12.0,60-89 DPD,88,0,ACB-BR026
ACB-LN0001997,ACB-C007883,Auto Loan,2019-12-28,42869.13,5683.91,0.1179,120.0,Current,0,0,ACB-BR069
ACB-LN0001998,ACB-C006005,Auto Loan,2019-11-19,29970.79,8600.52,0.1085,180.0,Current,0,0,ACB-BR026
ACB-LN0001999,ACB-C006243,Mortgage,2025-11-28,236171.3,71931.15,0.0484,36.0,Current,0,0,ACB-BR004
ACB-LN0002000,ACB-C008309,Personal Loan,2023-05-29,27274.2,21497.24,0.1493,24.0,Current,0,0,ACB-BR070
ACB-LN0002001,ACB-C014783,Auto Loan,2023-04-22,39205.28,33527.28,0.0698,360.0,Current,0,0,ACB-BR049
ACB-LN0002002,ACB-C011326,Personal Loan,2019-10-03,22578.7,18775.28,0.206,120.0,Current,0,0,ACB-BR025
ACB-LN0002003,ACB-C011824,Personal Loan,2021-08-11,22462.63,8667.65,0.1302,12.0,Current,0,0,ACB-BR014
ACB-LN0002004,ACB-C005880,Small Business Loan,2020-02-26,58212.75,22770.37,,12.0,Current,0,0,ACB-BR048
ACB-LN0002005,ACB-C006577,Auto Loan,2023-07-20,32225.47,26661.95,0.0651,360.0,Current,0,0,ACB-BR023
ACB-LN0002006,ACB-C004408,Personal Loan,2021-12-11,25293.63,21431.14,0.0831,240.0,Paid Off,0,0,ACB-BR018
ACB-LN0002007,ACB-C012816,Auto Loan,2021-05-31,17790.24,9358.47,0.08,240.0,Current,0,0,ACB-BR063
ACB-LN0002008,ACB-C011893,Mortgage,2021-11-19,352697.85,315630.37,0.0667,120.0,Current,0,0,ACB-BR002
ACB-LN0002009,ACB-C005575,Mortgage,2019-08-19,172286.89,60996.47,,60.0,Paid Off,0,0,ACB-BR002
ACB-LN0002010,ACB-C001227,Small Business Loan,2025-02-16,233446.39,204864.31,0.174,180.0,Current,0,0,ACB-BR070
ACB-LN0002011,ACB-C014900,Mortgage,2024-05-03,453755.52,431070.66,0.095,48.0,Current,0,0,ACB-BR076
ACB-LN0002012,ACB-C003049,Auto Loan,2022-04-04,27072.03,1699.23,0.1085,240.0,Current,0,0,ACB-BR021
ACB-LN0002013,ACB-C009372,Mortgage,2024-01-24,475278.85,25986.98,0.0568,360.0,Paid Off,0,0,ACB-BR020
ACB-LN0002014,ACB-C007102,Mortgage,2025-02-01,286388.33,54594.52,0.0801,120.0,Current,0,0,ACB-BR005
ACB-LN0002015,ACB-C000539,Auto Loan,2021-09-15,31130.99,15169.99,0.0859,48.0,90+ DPD,103,1,ACB-BR010
ACB-LN0002016,ACB-C001005,Mortgage,2023-08-10,625987.93,142423.0,0.0734,36.0,Current,0,0,ACB-BR051
ACB-LN0002017,ACB-C004864,Auto Loan,2019-11-05,8482.5,5722.31,0.1233,180.0,30-59 DPD,41,0,ACB-BR055
ACB-LN0002018,ACB-C013286,Mortgage,2022-04-02,172231.35,60627.1,0.0543,36.0,Current,0,0,ACB-BR038
ACB-LN0002019,ACB-C010879,Mortgage,2021-07-13,616783.46,468204.73,0.0303,36.0,Current,0,0,ACB-BR015
ACB-LN0002020,ACB-C012481,Personal Loan,2024-01-09,30172.14,6425.83,0.24,48.0,Current,0,0,ACB-BR070
ACB-LN0002021,ACB-C002179,Personal Loan,2025-04-15,6391.17,1728.61,0.2144,24.0,Current,0,0,ACB-BR003
ACB-LN0002022,ACB-C007341,Small Business Loan,2023-03-23,76734.35,20065.22,0.1172,84.0,Current,0,0,ACB-BR033
ACB-LN0002023,ACB-C004865,Mortgage,2022-02-27,270348.12,120513.73,0.0457,120.0,Paid Off,0,0,ACB-BR074
ACB-LN0002024,ACB-C002102,Auto Loan,2019-01-28,39349.54,16033.14,0.0766,60.0,60-89 DPD,64,0,ACB-BR005
ACB-LN0002025,ACB-C014577,Small Business Loan,2024-08-31,102026.27,5443.34,0.1403,180.0,Current,0,0,ACB-BR049
ACB-LN0002026,ACB-C011604,Student Loan,2022-01-02,13407.57,5842.28,0.0837,120.0,Paid Off,0,0,ACB-BR027
ACB-LN0002027,ACB-C010457,Auto Loan,2019-01-20,48331.31,38323.47,0.0581,180.0,Current,0,0,ACB-BR007
ACB-LN0002028,ACB-C004283,Auto Loan,2025-03-04,19198.32,1237.27,0.0778,12.0,90+ DPD,120,1,ACB-BR078
ACB-LN0002029,ACB-C001692,Mortgage,2021-08-25,432769.79,121688.5,0.0323,120.0,Current,0,0,ACB-BR044
ACB-LN0002030,ACB-C010980,Personal Loan,2026-02-19,31790.75,15035.07,0.1406,240.0,Current,0,0,ACB-BR007
ACB-LN0002031,ACB-C002074,Auto Loan,2020-12-18,26926.03,8072.31,0.0849,36.0,Current,0,0,ACB-BR052
ACB-LN0002032,ACB-C007973,Personal Loan,2021-02-18,9426.49,5507.9,0.1858,24.0,Current,0,0,ACB-BR061
ACB-LN0002033,ACB-C009756,Small Business Loan,2025-02-23,88498.57,51135.84,0.2,84.0,Current,0,0,ACB-BR036
ACB-LN0002034,ACB-C002207,Personal Loan,2025-10-11,27452.82,22815.79,0.2272,36.0,Current,0,0,ACB-BR010
ACB-LN0002035,ACB-C008113,Personal Loan,2025-08-16,5107.9,2682.92,0.1916,360.0,Current,0,0,ACB-BR041
ACB-LN0002036,ACB-C007620,Personal Loan,2021-12-19,9068.26,4898.31,0.1096,240.0,Current,0,0,ACB-BR017
ACB-LN0002037,ACB-C002537,Auto Loan,2020-12-05,15707.66,3226.45,0.1091,12.0,Current,0,0,ACB-BR065
ACB-LN0002038,ACB-C002970,Auto Loan,2026-02-01,44810.49,28164.23,0.1365,360.0,Paid Off,0,0,ACB-BR023
ACB-LN0002039,ACB-C009315,Student Loan,2020-01-05,26296.34,3540.67,0.0785,24.0,Current,0,0,ACB-BR015
ACB-LN0002040,ACB-C003889,Mortgage,2022-07-28,130227.12,19723.02,0.0553,36.0,Current,0,0,ACB-BR066
ACB-LN0002041,ACB-C002083,Auto Loan,2022-09-13,26122.18,3010.02,,48.0,Current,0,0,ACB-BR004
ACB-LN0002042,ACB-C001174,Mortgage,2024-07-10,140796.05,130523.97,0.0702,60.0,Current,0,0,ACB-BR022
ACB-LN0002043,ACB-C012686,Auto Loan,2019-06-10,47844.53,5827.83,0.0824,60.0,Default,129,1,ACB-BR036
ACB-LN0002044,ACB-C002929,Student Loan,2021-02-24,27521.61,6956.94,0.072,360.0,60-89 DPD,85,0,ACB-BR061
ACB-LN0002045,ACB-C007144,Home Equity Loan,2024-08-06,17629.84,7428.28,0.14,48.0,60-89 DPD,72,0,ACB-BR025
ACB-LN0002046,ACB-C006788,Personal Loan,2024-02-29,22009.56,12561.73,0.1634,60.0,Current,0,0,ACB-BR051
ACB-LN0002047,ACB-C004578,Mortgage,2019-02-12,287082.89,251850.0,0.069,36.0,Current,0,0,ACB-BR008
ACB-LN0002048,ACB-C002982,Student Loan,2021-07-24,66997.54,54473.78,0.0697,48.0,Paid Off,0,0,ACB-BR002
ACB-LN0002049,ACB-C006581,Mortgage,2020-06-25,585147.13,73074.99,0.032,48.0,Current,0,0,ACB-BR079
ACB-LN0002050,ACB-C003357,Personal Loan,2025-09-10,23689.5,14075.61,0.24,24.0,60-89 DPD,86,0,ACB-BR074
ACB-LN0002051,ACB-C005529,Personal Loan,2024-05-22,10518.03,2530.15,0.2269,84.0,90+ DPD,120,1,ACB-BR061
ACB-LN0002052,ACB-C009736,Personal Loan,2019-07-27,16183.12,4722.54,0.0981,240.0,Current,0,0,ACB-BR076
ACB-LN0002053,ACB-C001469,Mortgage,2022-03-15,389432.81,85037.77,0.0482,24.0,Current,0,0,ACB-BR016
ACB-LN0002054,ACB-C000728,Student Loan,2023-05-22,11803.65,6916.6,0.0778,360.0,Current,0,0,ACB-BR016
ACB-LN0002055,ACB-C007330,Mortgage,2023-04-26,300143.06,262188.41,0.0536,360.0,Current,0,0,ACB-BR052
ACB-LN0002056,ACB-C001814,Personal Loan,2021-02-14,22283.9,3182.57,0.0856,48.0,Current,0,0,ACB-BR056
ACB-LN0002057,ACB-C004699,Small Business Loan,2021-07-11,62644.23,60579.74,0.1169,24.0,30-59 DPD,58,0,ACB-BR034
ACB-LN0002058,ACB-C010615,Home Equity Loan,2019-07-09,66483.51,52793.67,0.1014,240.0,Current,0,0,ACB-BR027
ACB-LN0002059,ACB-C011330,Home Equity Loan,2021-11-07,62344.17,48908.4,0.0809,12.0,Current,0,0,ACB-BR010
ACB-LN0002060,ACB-C005246,Home Equity Loan,2022-12-24,112096.61,26309.41,0.1217,84.0,Current,0,0,ACB-BR074
ACB-LN0002061,ACB-C009561,Small Business Loan,2023-06-19,215837.23,150463.41,0.1355,180.0,Current,0,0,ACB-BR020
ACB-LN0002062,ACB-C014464,Mortgage,2019-11-18,533953.39,111928.48,0.062,84.0,Current,0,0,ACB-BR067
ACB-LN0002063,ACB-C007673,Mortgage,2023-12-02,574798.98,366130.3,0.0946,84.0,90+ DPD,146,1,ACB-BR025
ACB-LN0002064,ACB-C001710,Student Loan,2020-07-18,39671.72,27869.36,0.0417,24.0,Current,0,0,ACB-BR079
ACB-LN0002065,ACB-C002411,Mortgage,2021-12-21,249066.16,138784.86,0.0507,120.0,Written Off,0,1,ACB-BR002
ACB-LN0002066,ACB-C004892,Mortgage,2021-07-07,470852.95,69307.01,0.0662,12.0,Paid Off,0,0,ACB-BR076
ACB-LN0002067,ACB-C002397,Student Loan,2020-04-17,55436.3,15483.66,0.0881,36.0,Current,0,0,ACB-BR038
ACB-LN0002068,ACB-C002203,Personal Loan,2020-01-01,27829.1,10723.85,0.1077,12.0,90+ DPD,115,1,ACB-BR077
ACB-LN0002069,ACB-C000343,Personal Loan,2022-11-21,25509.44,14089.91,0.1617,12.0,Current,0,0,ACB-BR035
ACB-LN0002070,ACB-C001958,Auto Loan,2024-03-18,54543.52,19476.2,,12.0,Current,0,0,ACB-BR035
ACB-LN0002071,ACB-C009694,Auto Loan,2022-10-24,15580.96,12608.89,0.1161,240.0,Current,0,0,ACB-BR077
ACB-LN0002072,ACB-C000163,Auto Loan,2019-08-27,49494.8,4696.1,0.0909,360.0,Current,0,0,ACB-BR062
ACB-LN0002073,ACB-C002703,Home Equity Loan,2024-08-29,78808.05,12020.5,0.0804,120.0,Current,0,0,ACB-BR067
ACB-LN0002074,ACB-C009021,Auto Loan,2019-03-13,49341.05,7182.84,0.0858,36.0,Current,0,0,ACB-BR004
ACB-LN0002075,ACB-C013951,Mortgage,2022-05-05,263809.16,206012.77,0.0489,48.0,Current,0,0,ACB-BR042
ACB-LN0002076,ACB-C012075,Personal Loan,2026-03-18,34113.04,24805.91,0.24,60.0,Current,0,0,ACB-BR061
ACB-LN0002077,ACB-C005704,Home Equity Loan,2019-03-26,78356.44,49863.75,0.0628,24.0,Current,0,0,ACB-BR012
ACB-LN0002078,ACB-C001999,Personal Loan,2020-01-21,19887.69,3438.31,0.0884,120.0,Current,0,0,ACB-BR067
ACB-LN0002079,ACB-C012991,Auto Loan,2022-10-01,27009.22,20441.28,0.16,12.0,Current,0,0,ACB-BR022
ACB-LN0002080,ACB-C011036,Auto Loan,2019-10-14,11280.52,2366.76,0.1264,240.0,Current,0,0,ACB-BR063
ACB-LN0002081,ACB-C002488,Personal Loan,2020-07-01,5151.4,4118.94,0.1412,36.0,Paid Off,0,0,ACB-BR039
ACB-LN0002082,ACB-C008738,Personal Loan,2025-11-10,5067.73,4164.57,0.2091,360.0,Current,0,0,ACB-BR062
ACB-LN0002083,ACB-C009524,Personal Loan,2020-05-03,9249.19,3328.3,0.1858,48.0,60-89 DPD,73,0,ACB-BR001
ACB-LN0002084,ACB-C007493,Mortgage,2024-09-07,537921.68,335908.89,0.0896,180.0,Current,0,0,ACB-BR042
ACB-LN0002085,ACB-C007335,Personal Loan,2022-06-16,25558.33,14840.47,0.24,84.0,Current,0,0,ACB-BR018
ACB-LN0002086,ACB-C002518,Home Equity Loan,2019-04-27,73745.69,19137.8,,180.0,Current,0,0,ACB-BR004
ACB-LN0002087,ACB-C009902,Personal Loan,2020-06-17,29330.2,24956.88,0.1204,12.0,Current,0,0,ACB-BR051
ACB-LN0002088,ACB-C001287,Student Loan,2024-12-07,75553.1,65346.77,0.0753,36.0,30-59 DPD,39,0,ACB-BR068
ACB-LN0002089,ACB-C014591,Mortgage,2026-02-21,241885.81,17611.01,0.0758,60.0,Current,0,0,ACB-BR059
ACB-LN0002090,ACB-C012877,Student Loan,2024-12-22,65131.14,49813.11,0.1081,240.0,Paid Off,0,0,ACB-BR052
ACB-LN0002091,ACB-C002039,Mortgage,2019-11-20,618032.27,443485.22,0.052,48.0,Current,0,0,ACB-BR038
ACB-LN0002092,ACB-C006278,Mortgage,2022-08-18,460503.6,214852.35,0.0817,120.0,Current,0,0,ACB-BR072
ACB-LN0002093,ACB-C006797,Personal Loan,2019-09-26,25526.54,19388.95,0.1125,48.0,Current,0,0,ACB-BR078
ACB-LN0002094,ACB-C006310,Home Equity Loan,2022-08-12,85525.93,32487.21,0.0758,24.0,Current,0,0,ACB-BR021
ACB-LN0002095,ACB-C004418,Student Loan,2019-08-31,74951.53,55667.67,0.0557,180.0,Current,0,0,ACB-BR025
ACB-LN0002096,ACB-C007058,Personal Loan,2022-06-22,13501.99,8561.33,0.19,240.0,Current,0,0,ACB-BR005
ACB-LN0002097,ACB-C007212,Mortgage,2025-10-07,561192.78,219264.74,0.0889,360.0,Current,0,0,ACB-BR064
ACB-LN0002098,ACB-C004528,Mortgage,2025-09-06,522811.16,100022.27,0.095,48.0,Current,0,0,ACB-BR058
ACB-LN0002099,ACB-C004574,Home Equity Loan,2024-03-27,105962.73,66317.17,0.0996,48.0,Paid Off,0,0,ACB-BR029
ACB-LN0002100,ACB-C012665,Home Equity Loan,2023-06-03,50089.52,43992.21,0.0962,48.0,Current,0,0,ACB-BR001
ACB-LN0002101,ACB-C007341,Personal Loan,2024-01-03,27880.27,19318.76,0.24,180.0,Paid Off,0,0,ACB-BR055
ACB-LN0002102,ACB-C000595,Personal Loan,2023-06-15,21918.97,3723.29,0.24,12.0,Current,0,0,ACB-BR054
ACB-LN0002103,ACB-C002751,Personal Loan,2025-12-25,15163.42,10217.89,0.1954,360.0,Current,0,0,ACB-BR072
ACB-LN0002104,ACB-C005973,Personal Loan,2021-03-24,22883.51,21313.21,0.121,36.0,30-59 DPD,49,0,ACB-BR077
ACB-LN0002105,ACB-C001562,Mortgage,2019-10-07,580140.82,34314.62,0.0646,36.0,90+ DPD,161,1,ACB-BR010
ACB-LN0002106,ACB-C014873,Personal Loan,2019-06-15,4315.78,3709.39,0.1798,60.0,Current,0,0,ACB-BR017
ACB-LN0002107,ACB-C009385,Mortgage,2024-04-01,312647.01,228759.08,0.0649,180.0,60-89 DPD,61,0,ACB-BR034
ACB-LN0002108,ACB-C012123,Personal Loan,2022-08-09,23285.31,19666.1,0.2332,120.0,Written Off,0,1,ACB-BR069
ACB-LN0002109,ACB-C012962,Personal Loan,2020-05-04,18468.32,11352.75,0.1895,180.0,Current,0,0,ACB-BR032
ACB-LN0002110,ACB-C011794,Auto Loan,2020-02-14,43226.2,35095.13,0.0655,84.0,60-89 DPD,78,0,ACB-BR019
ACB-LN0002111,ACB-C010687,Home Equity Loan,2023-03-27,51464.01,24033.32,0.1307,84.0,Current,0,0,ACB-BR067
ACB-LN0002112,ACB-C000045,Mortgage,2019-06-14,307728.06,215636.54,0.0647,240.0,Current,0,0,ACB-BR067
ACB-LN0002113,ACB-C000701,Mortgage,2023-09-03,477103.66,34828.71,0.0575,48.0,Paid Off,0,0,ACB-BR038
ACB-LN0002114,ACB-C007319,Mortgage,2021-04-07,597606.88,372425.72,0.03,60.0,Current,0,0,ACB-BR023
ACB-LN0002115,ACB-C008435,Mortgage,2019-02-21,549045.48,357354.72,0.0602,24.0,60-89 DPD,66,0,ACB-BR010
