branch_id,report_month,actual_deposits,deposit_target,deposit_attainment,new_accounts_opened,loan_originations,operating_expenses,num_employees,revenue_per_employee,csat_score,sla_adherence_rate,state,region
ACB-BR020,2026-02,14390402.51,11847794.86,1.2146,7,2,213279.16,43,10709.14,4.3,0.8957,NY,Northeast
ACB-BR020,2026-03,11924409.93,11847794.86,1.0065,11,15,232612.33,43,8873.98,3.5,0.9092,NY,Northeast
ACB-BR021,2024-04,31885519.76,31111473.54,1.0249,20,37,118034.3,17,60019.8,4.1,0.8583,TN,South
ACB-BR021,2024-05,33659100.77,31111473.54,1.0819,23,41,92426.38,17,63358.31,4.1,0.9886,TN,South
ACB-BR021,2024-06,32637934.96,31111473.54,1.0491,38,45,90606.66,17,61436.11,4.1,0.6581,TN,South
ACB-BR021,2024-07,25756537.56,31111473.54,0.8279,31,31,81402.86,17,48482.89,4.3,0.9874,TN,South
ACB-BR021,2024-08,29387843.59,31111473.54,0.9446,20,37,76243.4,17,55318.29,3.9,0.9449,TN,South
ACB-BR021,2024-09,28427917.0,31111473.54,0.9137,21,34,91899.03,17,53511.37,3.9,0.957,TN,South
ACB-BR021,2024-10,30719523.68,31111473.54,0.9874,24,56,85326.81,17,57824.99,4.3,0.6837,TN,South
ACB-BR021,2024-11,25310693.77,31111473.54,0.8135,29,28,115870.18,17,47643.66,4.7,0.9134,TN,South
ACB-BR021,2024-12,28014726.81,31111473.54,0.9005,30,33,78717.84,17,52733.6,3.9,0.9226,TN,South
ACB-BR021,2025-01,34573720.05,31111473.54,1.1113,37,32,92354.43,17,65079.94,4.8,0.8747,TN,South
ACB-BR021,2025-02,30885285.68,31111473.54,0.9927,27,38,77650.73,17,58137.01,3.8,0.76,TN,South
ACB-BR021,2025-03,33413485.11,31111473.54,1.074,32,46,92737.19,17,62895.97,3.8,0.8446,TN,South
ACB-BR021,2025-04,28606976.99,31111473.54,0.9195,22,33,90487.86,17,53848.43,4.6,0.795,TN,South
ACB-BR021,2025-05,28688857.15,31111473.54,0.9221,27,40,84196.22,17,54002.55,4.3,0.8396,TN,South
ACB-BR021,2025-06,30911957.26,31111473.54,0.9936,34,28,98943.83,17,58187.21,4.4,0.9816,TN,South
ACB-BR021,2025-07,31586889.8,31111473.54,1.0153,21,27,81266.45,17,59457.67,4.5,0.9156,TN,South
ACB-BR021,2025-08,24910510.35,31111473.54,0.8007,26,18,84192.26,17,46890.37,3.7,0.8996,TN,South
ACB-BR021,2025-09,26481171.91,31111473.54,0.8512,26,37,93541.86,17,49846.91,4.1,0.85,TN,South
ACB-BR021,2025-10,28469899.62,31111473.54,0.9151,32,24,80209.85,17,53590.4,3.7,0.9563,TN,South
ACB-BR021,2025-11,33602308.17,31111473.54,1.0801,22,17,100814.62,17,63251.4,,0.9717,TN,South
ACB-BR021,2025-12,34503055.43,31111473.54,1.109,27,31,93440.07,17,64946.93,4.3,0.8062,TN,South
ACB-BR021,2026-01,32796112.61,31111473.54,1.0541,28,33,106740.47,17,61733.86,4.0,0.8577,TN,South
ACB-BR021,2026-02,27859600.72,31111473.54,0.8955,29,36,106802.71,17,52441.6,3.4,0.9423,TN,South
ACB-BR021,2026-03,38272062.77,31111473.54,1.2302,36,35,94089.23,17,72041.53,3.7,0.9658,TN,South
ACB-BR022,2024-04,49309489.28,41714296.48,1.1821,28,35,155439.79,31,50900.12,4.4,0.9769,TN,South
ACB-BR022,2024-05,46385426.25,41714296.48,1.112,35,37,204409.34,31,47881.73,4.0,0.9284,TN,South
ACB-BR022,2024-06,40879110.07,41714296.48,0.98,35,36,182647.89,31,42197.79,3.7,0.9823,TN,South
ACB-BR022,2024-07,35196703.37,41714296.48,0.8438,37,35,162774.53,31,36332.08,3.7,0.9093,TN,South
ACB-BR022,2024-08,40099033.29,41714296.48,0.9613,26,35,189675.09,31,41392.55,3.6,0.9605,TN,South
ACB-BR022,2024-09,33815963.37,41714296.48,0.8107,32,42,179886.51,31,34906.8,3.7,0.994,TN,South
ACB-BR022,2024-10,32514979.44,41714296.48,0.7795,25,29,150130.03,31,33563.85,4.4,0.9039,TN,South
ACB-BR022,2024-11,36107542.45,41714296.48,0.8656,31,24,192701.15,31,37272.3,3.8,0.7344,TN,South
ACB-BR022,2024-12,38694733.88,41714296.48,0.9276,27,32,196725.56,31,39942.95,4.5,0.8931,TN,South
ACB-BR022,2025-01,49118476.75,41714296.48,1.1775,25,36,208641.45,31,50702.94,3.7,0.9093,TN,South
ACB-BR022,2025-02,44190929.41,41714296.48,1.0594,31,37,176523.26,31,45616.44,3.9,0.9465,TN,South
ACB-BR022,2025-03,49566049.4,41714296.48,1.1882,29,36,181399.12,31,51164.95,4.5,0.9248,TN,South
ACB-BR022,2025-04,37568015.24,41714296.48,0.9006,21,34,156571.41,31,38779.89,3.8,0.9428,TN,South
ACB-BR022,2025-05,47341006.08,41714296.48,1.1349,28,32,152268.27,31,48868.14,4.5,0.9479,TN,South
ACB-BR022,2025-06,37087075.72,41714296.48,0.8891,23,31,136893.82,31,38283.43,4.0,0.9213,TN,South
ACB-BR022,2025-07,33317811.87,41714296.48,0.7987,30,39,138624.03,31,34392.58,4.4,0.8971,TN,South
ACB-BR022,2025-08,45504213.27,41714296.48,1.0909,19,32,175647.97,31,46972.09,3.5,0.8617,TN,South
ACB-BR022,2025-09,41427699.13,41714296.48,0.9931,33,30,173219.72,31,42764.08,4.1,0.8889,TN,South
ACB-BR022,2025-10,42822814.31,41714296.48,1.0266,28,38,183862.48,31,44204.2,4.0,0.9774,TN,South
ACB-BR022,2025-11,38571214.8,41714296.48,0.9247,36,27,161170.18,31,39815.45,4.4,0.9915,TN,South
ACB-BR022,2025-12,43383641.12,41714296.48,1.04,29,25,138626.02,31,44783.11,3.7,0.932,TN,South
ACB-BR022,2026-01,45847548.41,41714296.48,1.0991,30,38,192667.43,31,47326.5,4.2,0.9666,TN,South
ACB-BR022,2026-02,40110166.03,41714296.48,0.9615,25,40,148274.34,31,41404.04,4.1,0.8383,TN,South
ACB-BR022,2026-03,48843669.09,41714296.48,1.1709,26,33,179960.72,31,50419.27,4.1,0.9165,TN,South
ACB-BR023,2024-04,18031760.29,18353540.08,0.9825,20,36,182519.57,41,14073.57,4.3,0.9169,NY,Northeast
ACB-BR023,2024-05,16988221.9,18353540.08,0.9256,31,37,278401.43,41,13259.1,3.9,0.8895,NY,Northeast
ACB-BR023,2024-06,16624317.32,18353540.08,0.9058,27,31,240284.18,41,12975.08,3.6,0.907,NY,Northeast
ACB-BR023,2024-07,19413595.58,18353540.08,1.0578,36,24,188467.08,41,15152.07,4.2,0.8895,NY,Northeast
ACB-BR023,2024-08,15686291.8,18353540.08,0.8547,28,27,222658.16,41,12242.96,4.0,0.8244,NY,Northeast
ACB-BR023,2024-09,15834229.25,18353540.08,0.8627,28,26,225391.37,41,12358.42,3.5,0.9238,NY,Northeast
ACB-BR023,2024-10,17340629.11,18353540.08,0.9448,26,25,250824.68,41,13534.15,4.8,0.9123,NY,Northeast
ACB-BR023,2024-11,16881249.02,18353540.08,0.9198,32,35,192180.33,41,13175.61,3.7,0.9394,NY,Northeast
ACB-BR023,2024-12,16438630.35,18353540.08,0.8957,31,35,196890.59,41,12830.15,,0.9317,NY,Northeast
ACB-BR023,2025-01,17675703.5,18353540.08,0.9631,19,32,238017.12,41,13795.67,3.8,0.9132,NY,Northeast
ACB-BR023,2025-02,17352646.55,18353540.08,0.9455,31,42,256124.06,41,13543.53,3.8,0.8827,NY,Northeast
ACB-BR023,2025-03,18241458.19,18353540.08,0.9939,30,37,248565.84,41,14237.24,4.4,0.9521,NY,Northeast
ACB-BR023,2025-04,18743228.74,18353540.08,1.0212,35,37,216438.78,41,14628.86,4.2,0.9561,NY,Northeast
ACB-BR023,2025-05,18752514.58,18353540.08,1.0217,29,49,215783.34,41,14636.11,3.5,0.937,NY,Northeast
ACB-BR023,2025-06,21647343.66,18353540.08,1.1795,29,29,265778.24,41,16895.49,3.9,0.9184,NY,Northeast
ACB-BR023,2025-07,18183083.51,18353540.08,0.9907,32,48,253492.92,41,14191.67,3.6,0.9718,NY,Northeast
ACB-BR023,2025-08,15868874.66,18353540.08,0.8646,31,22,253339.48,41,12385.46,4.6,0.9596,NY,Northeast
ACB-BR023,2025-09,19465457.76,18353540.08,1.0606,23,25,259368.98,41,15192.55,3.9,0.6498,NY,Northeast
ACB-BR023,2025-10,16530383.05,18353540.08,0.9007,38,28,249768.56,41,12901.76,4.7,0.8978,NY,Northeast
ACB-BR023,2025-11,14467283.46,18353540.08,0.7883,21,30,236789.39,41,11291.54,3.5,0.7791,NY,Northeast
ACB-BR023,2025-12,16129519.1,18353540.08,0.8788,28,26,211249.31,41,12588.89,4.2,0.9064,NY,Northeast
ACB-BR023,2026-01,18353158.06,18353540.08,1.0,35,46,240029.65,41,14324.42,4.1,0.8838,NY,Northeast
ACB-BR023,2026-02,19983887.83,18353540.08,1.0888,25,31,238460.55,41,15597.18,3.9,0.9281,NY,Northeast
ACB-BR023,2026-03,20176392.09,18353540.08,1.0993,27,31,224834.57,41,15747.43,4.2,0.8515,NY,Northeast
ACB-BR024,2024-04,55696405.43,57802895.06,0.9636,4,26,85807.86,15,118819.0,4.1,0.9396,TX,South
ACB-BR024,2024-05,68657079.29,57802895.06,1.1878,6,35,80538.49,15,146468.44,,0.9517,TX,South
ACB-BR024,2024-06,67463914.95,57802895.06,1.1671,4,15,92940.29,15,143923.02,4.6,0.6767,TX,South
ACB-BR024,2024-07,57543552.43,57802895.06,0.9955,14,18,84943.37,15,122759.58,4.5,0.8552,TX,South
ACB-BR024,2024-08,46821922.65,57802895.06,0.81,5,20,81936.23,15,99886.77,4.1,0.8364,TX,South
ACB-BR024,2024-09,51164040.9,57802895.06,0.8851,5,13,81644.28,15,109149.95,4.5,0.9322,TX,South
ACB-BR024,2024-10,62831762.22,57802895.06,1.087,8,0,100946.35,15,134041.09,4.8,0.87,TX,South
ACB-BR024,2024-11,50458174.69,57802895.06,0.8729,4,10,83980.08,15,107644.11,4.8,0.8951,TX,South
ACB-BR024,2024-12,55403716.27,57802895.06,0.9585,5,23,101820.55,15,118194.59,4.1,0.8838,TX,South
ACB-BR024,2025-01,66381128.31,57802895.06,1.1484,1,26,81474.08,15,141613.07,,0.8966,TX,South
ACB-BR024,2025-02,50742365.75,57802895.06,0.8779,7,21,94105.37,15,108250.38,4.5,0.8821,TX,South
ACB-BR024,2025-03,64688757.82,57802895.06,1.1191,5,22,86465.68,15,138002.68,3.8,0.8012,TX,South
ACB-BR024,2025-04,69990701.84,57802895.06,1.2109,7,15,102936.07,15,149313.5,4.2,0.9491,TX,South
ACB-BR024,2025-05,66084787.73,57802895.06,1.1433,0,18,99636.4,15,140980.88,4.6,0.8842,TX,South
ACB-BR024,2025-06,50804637.23,57802895.06,0.8789,11,21,68861.73,15,108383.23,4.3,0.7081,TX,South
ACB-BR024,2025-07,52619632.79,57802895.06,0.9103,14,14,69780.84,15,112255.22,3.7,0.7655,TX,South
ACB-BR024,2025-08,47289918.16,57802895.06,0.8181,6,24,71458.74,15,100885.16,4.6,0.8445,TX,South
ACB-BR024,2025-09,51957252.09,57802895.06,0.8989,0,2,89627.01,15,110842.14,4.3,0.9572,TX,South
ACB-BR024,2025-10,60584353.44,57802895.06,1.0481,5,23,79125.61,15,129246.62,4.6,0.9912,TX,South
ACB-BR024,2025-11,51642300.97,57802895.06,0.8934,0,22,91428.85,15,110170.24,4.6,0.9386,TX,South
ACB-BR024,2025-12,64289406.19,57802895.06,1.1122,10,15,68514.6,15,137150.73,3.7,0.977,TX,South
ACB-BR024,2026-01,63775970.12,57802895.06,1.1033,6,10,81806.51,15,136055.4,4.2,0.9672,TX,South
ACB-BR024,2026-02,52149670.23,57802895.06,0.9022,4,27,106142.36,15,111252.63,4.3,0.9056,TX,South
ACB-BR024,2026-03,65851722.96,57802895.06,1.1392,6,16,72926.54,15,140483.68,4.3,0.8693,TX,South
ACB-BR025,2024-04,14392134.42,14514104.15,0.9916,16,26,181503.45,29,15880.98,4.2,0.9653,FL,Southeast
ACB-BR025,2024-05,13401403.29,14514104.15,0.9233,22,34,164820.55,29,14787.76,3.2,0.9375,FL,Southeast
ACB-BR025,2024-06,14518785.81,14514104.15,1.0003,9,20,138312.12,29,16020.73,4.1,0.9106,FL,Southeast
ACB-BR025,2024-07,15967333.08,14514104.15,1.1001,16,24,149948.31,29,17619.13,4.0,0.9102,FL,Southeast
ACB-BR025,2024-08,12340569.38,14514104.15,0.8502,9,13,140094.89,29,13617.18,3.9,0.8585,FL,Southeast
ACB-BR025,2024-09,15395661.48,14514104.15,1.0607,11,9,198579.43,29,16988.32,4.4,0.9853,FL,Southeast
ACB-BR025,2024-10,13599323.69,14514104.15,0.937,9,14,143248.35,29,15006.15,4.1,0.7895,FL,Southeast
ACB-BR025,2024-11,13554137.81,14514104.15,0.9339,21,4,146498.21,29,14956.29,3.8,0.9392,FL,Southeast
ACB-BR025,2024-12,12346945.0,14514104.15,0.8507,14,14,199273.78,29,13624.22,4.9,0.7786,FL,Southeast
ACB-BR025,2025-01,14905360.31,14514104.15,1.027,10,12,136756.84,29,16447.29,3.9,0.8852,FL,Southeast
ACB-BR025,2025-02,17255711.33,14514104.15,1.1889,10,10,200768.77,29,19040.78,4.4,0.8113,FL,Southeast
ACB-BR025,2025-03,15967680.41,14514104.15,1.1001,15,19,162578.2,29,17619.51,3.9,0.8305,FL,Southeast
ACB-BR025,2025-04,17441887.51,14514104.15,1.2017,5,12,191404.98,29,19246.22,3.6,0.8074,FL,Southeast
ACB-BR025,2025-05,16710059.63,14514104.15,1.1513,20,6,172162.95,29,18438.69,4.1,0.8999,FL,Southeast
ACB-BR025,2025-06,16799954.7,14514104.15,1.1575,8,13,172502.83,29,18537.88,3.6,0.9638,FL,Southeast
ACB-BR025,2025-07,14468952.46,14514104.15,0.9969,12,0,192696.03,29,15965.74,3.8,0.8276,FL,Southeast
ACB-BR025,2025-08,12241662.53,14514104.15,0.8434,7,2,197659.07,29,13508.04,3.6,0.8154,FL,Southeast
ACB-BR025,2025-09,11212975.11,14514104.15,0.7726,15,11,162554.11,29,12372.94,,0.9159,FL,Southeast
ACB-BR025,2025-10,15700729.5,14514104.15,1.0818,0,26,153177.97,29,17324.94,3.7,0.8565,FL,Southeast
ACB-BR025,2025-11,14446227.17,14514104.15,0.9953,19,10,185992.68,29,15940.66,3.3,0.886,FL,Southeast
ACB-BR025,2025-12,14995334.91,14514104.15,1.0332,14,11,145199.03,29,16546.58,4.8,0.9675,FL,Southeast
ACB-BR025,2026-01,13039294.62,14514104.15,0.8984,0,7,131230.1,29,14388.19,4.7,0.955,FL,Southeast
ACB-BR025,2026-02,16427161.92,14514104.15,1.1318,13,16,134149.66,29,18126.52,4.2,0.9425,FL,Southeast
ACB-BR025,2026-03,17806081.99,14514104.15,1.2268,14,13,156476.16,29,19648.09,4.0,0.9701,FL,Southeast
ACB-BR026,2024-04,12751453.93,10780946.83,1.1828,7,23,102995.12,20,20402.33,4.1,0.9771,CA,West
ACB-BR026,2024-05,12403433.53,10780946.83,1.1505,18,17,94047.81,20,19845.49,3.7,0.8604,CA,West
ACB-BR026,2024-06,9129939.1,10780946.83,0.8469,7,12,115403.29,20,14607.9,4.2,0.95,CA,West
ACB-BR026,2024-07,11708244.07,10780946.83,1.086,13,14,103175.87,20,18733.19,3.9,0.824,CA,West
ACB-BR026,2024-08,9028575.75,10780946.83,0.8375,11,10,110314.48,20,14445.72,3.2,0.8642,CA,West
ACB-BR026,2024-09,9791155.78,10780946.83,0.9082,14,12,102042.42,20,15665.85,3.8,0.921,CA,West
ACB-BR026,2024-10,8784977.19,10780946.83,0.8149,17,10,111330.47,20,14055.96,4.7,0.9207,CA,West
ACB-BR026,2024-11,9080685.33,10780946.83,0.8423,15,12,110582.34,20,14529.1,3.5,0.9134,CA,West
ACB-BR026,2024-12,9626623.11,10780946.83,0.8929,0,14,95183.36,20,15402.6,3.8,0.8994,CA,West
ACB-BR026,2025-01,12572917.65,10780946.83,1.1662,10,22,126265.0,20,20116.67,3.7,0.8083,CA,West
ACB-BR026,2025-02,10446963.3,10780946.83,0.969,6,19,115312.45,20,16715.14,4.4,0.7471,CA,West
ACB-BR026,2025-03,13063096.29,10780946.83,1.2117,6,8,112142.87,20,20900.95,3.9,0.8675,CA,West
ACB-BR026,2025-04,11537170.1,10780946.83,1.0701,11,18,134532.54,20,18459.47,3.7,0.7655,CA,West
ACB-BR026,2025-05,10044279.74,10780946.83,0.9317,9,10,123182.76,20,16070.85,4.3,0.8444,CA,West
ACB-BR026,2025-06,12021846.88,10780946.83,1.1151,8,25,100285.19,20,19234.96,3.2,0.9568,CA,West
ACB-BR026,2025-07,11668023.97,10780946.83,1.0823,11,4,106288.82,20,18668.84,4.1,0.8634,CA,West
ACB-BR026,2025-08,10354490.53,10780946.83,0.9604,15,4,94421.57,20,16567.18,3.4,0.9584,CA,West
ACB-BR026,2025-09,11121195.23,10780946.83,1.0316,13,12,127525.9,20,17793.91,4.2,0.8903,CA,West
ACB-BR026,2025-10,9182412.39,10780946.83,0.8517,9,25,88326.67,20,14691.86,4.2,0.865,CA,West
ACB-BR026,2025-11,9597651.47,10780946.83,0.8902,11,2,99075.86,20,15356.24,4.3,0.9467,CA,West
ACB-BR026,2025-12,9248586.61,10780946.83,0.8579,15,19,102173.12,20,14797.74,4.3,0.9703,CA,West
ACB-BR026,2026-01,13061160.27,10780946.83,1.2115,14,29,117974.76,20,20897.86,3.8,0.7252,CA,West
ACB-BR026,2026-02,9949233.76,10780946.83,0.9229,18,7,108888.87,20,15918.77,4.0,0.8526,CA,West
ACB-BR026,2026-03,10637115.19,10780946.83,0.9867,9,34,104190.28,20,17019.38,4.0,0.9366,CA,West
ACB-BR027,2024-04,39690083.3,35533759.37,1.117,22,34,148893.35,22,57731.03,4.7,0.8952,CA,West
ACB-BR027,2024-05,32480204.39,35533759.37,0.9141,27,24,117135.02,22,47243.93,3.0,0.8299,CA,West
ACB-BR027,2024-06,35449545.78,35533759.37,0.9976,28,29,109410.42,22,51562.98,4.0,0.9364,CA,West
ACB-BR027,2024-07,38338881.47,35533759.37,1.0789,29,42,120156.28,22,55765.65,3.7,0.8811,CA,West
ACB-BR027,2024-08,31269759.92,35533759.37,0.88,23,39,106680.42,22,45483.29,4.0,0.9114,CA,West
ACB-BR027,2024-09,29723427.28,35533759.37,0.8365,27,30,103277.52,22,43234.08,4.4,0.9262,CA,West
ACB-BR027,2024-10,31056903.3,35533759.37,0.874,36,41,136636.7,22,45173.68,4.1,0.8772,CA,West
ACB-BR027,2024-11,36856709.81,35533759.37,1.0372,28,38,138578.09,22,53609.76,3.9,0.976,CA,West
ACB-BR027,2024-12,32077893.21,35533759.37,0.9027,29,39,111001.35,22,46658.75,3.5,0.8485,CA,West
ACB-BR027,2025-01,33955143.6,35533759.37,0.9556,28,28,98051.2,22,49389.3,3.7,0.7506,CA,West
ACB-BR027,2025-02,41831364.45,35533759.37,1.1772,29,32,96609.24,22,60845.62,3.6,0.9628,CA,West
ACB-BR027,2025-03,38124935.88,35533759.37,1.0729,16,36,135388.13,22,55454.45,3.8,0.9882,CA,West
ACB-BR027,2025-04,40638091.11,35533759.37,1.1436,33,35,109234.99,22,59109.95,3.5,0.9572,CA,West
ACB-BR027,2025-05,39617898.47,35533759.37,1.1149,23,33,121458.91,22,57626.03,3.4,0.884,CA,West
ACB-BR027,2025-06,32458957.09,35533759.37,0.9135,29,42,127389.22,22,47213.03,4.0,0.9417,CA,West
ACB-BR027,2025-07,35407040.19,35533759.37,0.9964,23,32,119139.9,22,51501.15,3.6,0.9626,CA,West
ACB-BR027,2025-08,30403634.82,35533759.37,0.8556,27,44,111351.72,22,44223.47,4.5,0.9015,CA,West
ACB-BR027,2025-09,37512186.17,35533759.37,1.0557,27,43,121975.29,22,54563.18,4.4,0.8671,CA,West
ACB-BR027,2025-10,32281349.28,35533759.37,0.9085,30,34,114082.73,22,46954.69,4.2,0.8792,CA,West
ACB-BR027,2025-11,29667275.7,35533759.37,0.8349,30,32,113980.25,22,43152.4,4.3,0.7798,CA,West
ACB-BR027,2025-12,38679976.84,35533759.37,1.0885,27,37,98582.82,22,56261.78,3.9,0.829,CA,West
ACB-BR027,2026-01,40609247.65,35533759.37,1.1428,24,27,109454.34,22,59068.0,,0.8246,CA,West
ACB-BR027,2026-02,39150192.73,35533759.37,1.1018,28,30,137380.93,22,56945.73,4.2,0.657,CA,West
ACB-BR027,2026-03,38857906.14,35533759.37,1.0935,19,42,107098.87,22,56520.59,3.8,0.9637,CA,West
ACB-BR028,2024-04,5226278.98,5795423.17,0.9018,8,21,122402.09,23,7271.34,4.2,0.9657,NC,Southeast
ACB-BR028,2024-05,6715902.47,5795423.17,1.1588,15,22,149341.03,23,9343.86,4.3,0.8612,NC,Southeast
ACB-BR028,2024-06,5722311.11,5795423.17,0.9874,0,5,155171.87,23,7961.48,4.0,0.9749,NC,Southeast
ACB-BR028,2024-07,5003410.31,5795423.17,0.8633,5,8,148309.27,23,6961.27,4.2,0.8712,NC,Southeast
ACB-BR028,2024-08,4698007.36,5795423.17,0.8106,7,7,122272.63,23,6536.36,4.0,0.939,NC,Southeast
ACB-BR028,2024-09,5482786.35,5795423.17,0.9461,6,5,135056.23,23,7628.22,4.4,0.8872,NC,Southeast
ACB-BR028,2024-10,6075239.21,5795423.17,1.0483,6,0,113742.15,23,8452.51,4.8,0.9437,NC,Southeast
ACB-BR028,2024-11,4610291.83,5795423.17,0.7955,13,7,107439.86,23,6414.32,3.6,0.9199,NC,Southeast
ACB-BR028,2024-12,5610370.2,5795423.17,0.9681,8,9,131760.13,23,7805.73,4.1,0.8858,NC,Southeast
ACB-BR028,2025-01,5269728.77,5795423.17,0.9093,17,24,162846.09,23,7331.8,4.2,0.863,NC,Southeast
ACB-BR028,2025-02,5353639.04,5795423.17,0.9238,10,1,112235.49,23,7448.54,3.9,0.877,NC,Southeast
ACB-BR028,2025-03,6700041.61,5795423.17,1.1561,16,14,107478.17,23,9321.8,4.5,0.7407,NC,Southeast
ACB-BR028,2025-04,5211740.74,5795423.17,0.8993,2,23,132399.73,23,7251.12,4.3,0.9371,NC,Southeast
ACB-BR028,2025-05,6114383.67,5795423.17,1.055,14,19,133281.2,23,8506.97,3.9,0.977,NC,Southeast
ACB-BR028,2025-06,5078609.75,5795423.17,0.8763,17,4,124603.71,23,7065.89,3.8,0.932,NC,Southeast
ACB-BR028,2025-07,5396459.87,5795423.17,0.9312,10,16,125723.33,23,7508.12,4.1,0.9287,NC,Southeast
ACB-BR028,2025-08,5972889.5,5795423.17,1.0306,15,10,128897.53,23,8310.11,3.9,0.8321,NC,Southeast
ACB-BR028,2025-09,4869602.97,5795423.17,0.8402,9,16,139901.86,23,6775.1,3.9,0.9915,NC,Southeast
ACB-BR028,2025-10,5005989.57,5795423.17,0.8638,3,15,138274.26,23,6964.86,4.2,0.9255,NC,Southeast
ACB-BR028,2025-11,5495455.4,5795423.17,0.9482,3,9,133367.22,23,7645.85,4.0,0.9448,NC,Southeast
ACB-BR028,2025-12,6602235.04,5795423.17,1.1392,1,10,133753.92,23,9185.72,4.3,0.92,NC,Southeast
ACB-BR028,2026-01,5180299.99,5795423.17,0.8939,9,12,131961.08,23,7207.37,3.6,0.943,NC,Southeast
ACB-BR028,2026-02,6173371.18,5795423.17,1.0652,2,2,145297.84,23,8589.04,4.8,0.8651,NC,Southeast
ACB-BR028,2026-03,6157171.36,5795423.17,1.0624,16,13,159818.87,23,8566.5,3.8,0.9088,NC,Southeast
ACB-BR029,2024-04,49994364.27,40221957.07,1.243,31,44,221409.89,33,48479.38,4.8,0.9544,FL,Southeast
ACB-BR029,2024-05,40382223.13,40221957.07,1.004,31,36,171522.46,33,39158.52,4.6,0.9763,FL,Southeast
ACB-BR029,2024-06,40884109.56,40221957.07,1.0165,23,35,156311.68,33,39645.2,3.1,0.8177,FL,Southeast
ACB-BR029,2024-07,41829249.51,40221957.07,1.04,22,51,219192.15,33,40561.7,4.6,0.945,FL,Southeast
ACB-BR029,2024-08,34761622.83,40221957.07,0.8642,30,40,164485.54,33,33708.24,3.6,0.9853,FL,Southeast
ACB-BR029,2024-09,34197427.0,40221957.07,0.8502,30,39,177510.3,33,33161.14,4.6,0.8661,FL,Southeast
ACB-BR029,2024-10,43424927.86,40221957.07,1.0796,34,21,219867.12,33,42109.02,4.0,0.9547,FL,Southeast
ACB-BR029,2024-11,38620964.59,40221957.07,0.9602,30,45,228583.05,33,37450.63,3.6,0.9807,FL,Southeast
ACB-BR029,2024-12,38843408.12,40221957.07,0.9657,35,23,213529.26,33,37666.34,4.6,0.8969,FL,Southeast
ACB-BR029,2025-01,49119412.14,40221957.07,1.2212,28,51,216519.15,33,47630.95,4.2,0.8431,FL,Southeast
ACB-BR029,2025-02,49257195.14,40221957.07,1.2246,25,37,221575.27,33,47764.55,3.6,0.9187,FL,Southeast
ACB-BR029,2025-03,38194009.06,40221957.07,0.9496,26,32,176453.8,33,37036.61,4.0,0.9537,FL,Southeast
ACB-BR029,2025-04,37357557.7,40221957.07,0.9288,24,33,165870.06,33,36225.51,4.5,0.967,FL,Southeast
ACB-BR029,2025-05,42042617.09,40221957.07,1.0453,21,43,196341.67,33,40768.6,3.9,0.9328,FL,Southeast
ACB-BR029,2025-06,46873677.73,40221957.07,1.1654,28,30,159601.33,33,45453.26,4.3,0.9204,FL,Southeast
ACB-BR029,2025-07,36185109.96,40221957.07,0.8996,29,47,189407.33,33,35088.59,4.1,0.9592,FL,Southeast
ACB-BR029,2025-08,33606383.85,40221957.07,0.8355,25,24,182030.0,33,32588.01,4.0,0.8331,FL,Southeast
ACB-BR029,2025-09,36919261.34,40221957.07,0.9179,37,50,228598.36,33,35800.5,4.2,0.8821,FL,Southeast
ACB-BR029,2025-10,35796102.48,40221957.07,0.89,27,34,200612.91,33,34711.37,4.4,0.8092,FL,Southeast
ACB-BR029,2025-11,35445710.3,40221957.07,0.8813,21,43,150478.2,33,34371.6,4.0,0.7217,FL,Southeast
ACB-BR029,2025-12,38657385.61,40221957.07,0.9611,24,28,174442.21,33,37485.95,3.5,0.8226,FL,Southeast
ACB-BR029,2026-01,34789011.74,40221957.07,0.8649,27,53,163452.85,33,33734.8,4.6,0.9743,FL,Southeast
ACB-BR029,2026-02,44004586.94,40221957.07,1.094,22,26,184008.05,33,42671.11,4.8,0.8864,FL,Southeast
ACB-BR029,2026-03,36925356.17,40221957.07,0.918,30,25,170888.97,33,35806.41,4.5,0.9041,FL,Southeast
ACB-BR030,2024-04,36945894.65,37427986.44,0.9871,29,45,164895.61,24,49261.19,3.9,0.8609,OH,Midwest
ACB-BR030,2024-05,43634841.55,37427986.44,1.1658,24,31,161131.76,24,58179.79,4.5,0.8453,OH,Midwest
ACB-BR030,2024-06,40366801.51,37427986.44,1.0785,26,21,120178.04,24,53822.4,3.6,0.9609,OH,Midwest
ACB-BR030,2024-07,30521307.68,37427986.44,0.8155,20,42,137905.13,24,40695.08,3.9,0.8754,OH,Midwest
ACB-BR030,2024-08,39311115.75,37427986.44,1.0503,33,36,154269.16,24,52414.82,3.9,0.9148,OH,Midwest
ACB-BR030,2024-09,38082450.44,37427986.44,1.0175,19,38,130099.17,24,50776.6,4.5,0.8659,OH,Midwest
ACB-BR030,2024-10,37577826.84,37427986.44,1.004,29,34,137064.91,24,50103.77,4.7,0.9393,OH,Midwest
ACB-BR030,2024-11,35574839.71,37427986.44,0.9505,26,21,104152.63,24,47433.12,4.4,0.9309,OH,Midwest
ACB-BR030,2024-12,35400257.9,37427986.44,0.9458,28,26,126089.19,24,47200.34,4.0,0.9678,OH,Midwest
