customer_id,cluster,cluster_label
ACB-C001286,3,High Risk / Low Engagement
ACB-C001287,2,Developing / Building Credit
ACB-C001288,3,High Risk / Low Engagement
ACB-C001289,0,Premium / Multi-Product
ACB-C001290,0,Premium / Multi-Product
ACB-C001291,1,Stable Core Customer
ACB-C001292,3,High Risk / Low Engagement
ACB-C001293,3,High Risk / Low Engagement
ACB-C001294,0,Premium / Multi-Product
ACB-C001295,0,Premium / Multi-Product
ACB-C001296,1,Stable Core Customer
ACB-C001297,0,Premium / Multi-Product
ACB-C001298,0,Premium / Multi-Product
ACB-C001299,1,Stable Core Customer
ACB-C001300,0,Premium / Multi-Product
ACB-C001301,0,Premium / Multi-Product
ACB-C001302,3,High Risk / Low Engagement
ACB-C001303,3,High Risk / Low Engagement
ACB-C001304,3,High Risk / Low Engagement
ACB-C001305,0,Premium / Multi-Product
ACB-C001306,0,Premium / Multi-Product
ACB-C001307,1,Stable Core Customer
ACB-C001308,0,Premium / Multi-Product
ACB-C001309,0,Premium / Multi-Product
ACB-C001310,0,Premium / Multi-Product
ACB-C001311,3,High Risk / Low Engagement
ACB-C001312,3,High Risk / Low Engagement
ACB-C001313,0,Premium / Multi-Product
ACB-C001314,0,Premium / Multi-Product
ACB-C001315,3,High Risk / Low Engagement
ACB-C001316,1,Stable Core Customer
ACB-C001317,3,High Risk / Low Engagement
ACB-C001318,3,High Risk / Low Engagement
ACB-C001319,1,Stable Core Customer
ACB-C001320,1,Stable Core Customer
ACB-C001321,0,Premium / Multi-Product
ACB-C001322,0,Premium / Multi-Product
ACB-C001323,2,Developing / Building Credit
ACB-C001324,1,Stable Core Customer
ACB-C001325,3,High Risk / Low Engagement
ACB-C001326,3,High Risk / Low Engagement
ACB-C001327,1,Stable Core Customer
ACB-C001328,0,Premium / Multi-Product
ACB-C001329,0,Premium / Multi-Product
ACB-C001330,1,Stable Core Customer
ACB-C001331,0,Premium / Multi-Product
ACB-C001332,3,High Risk / Low Engagement
ACB-C001333,3,High Risk / Low Engagement
ACB-C001334,0,Premium / Multi-Product
ACB-C001335,3,High Risk / Low Engagement
ACB-C001336,2,Developing / Building Credit
ACB-C001337,1,Stable Core Customer
ACB-C001338,0,Premium / Multi-Product
ACB-C001339,3,High Risk / Low Engagement
ACB-C001340,0,Premium / Multi-Product
ACB-C001341,3,High Risk / Low Engagement
ACB-C001342,0,Premium / Multi-Product
ACB-C001343,0,Premium / Multi-Product
ACB-C001344,1,Stable Core Customer
ACB-C001345,0,Premium / Multi-Product
ACB-C001346,0,Premium / Multi-Product
ACB-C001347,1,Stable Core Customer
ACB-C001348,1,Stable Core Customer
ACB-C001349,0,Premium / Multi-Product
ACB-C001350,0,Premium / Multi-Product
ACB-C001351,0,Premium / Multi-Product
ACB-C001352,3,High Risk / Low Engagement
ACB-C001353,1,Stable Core Customer
ACB-C001354,0,Premium / Multi-Product
ACB-C001355,0,Premium / Multi-Product
ACB-C001356,2,Developing / Building Credit
ACB-C001357,0,Premium / Multi-Product
ACB-C001358,0,Premium / Multi-Product
ACB-C001359,0,Premium / Multi-Product
ACB-C001360,0,Premium / Multi-Product
ACB-C001361,3,High Risk / Low Engagement
ACB-C001362,3,High Risk / Low Engagement
ACB-C001363,0,Premium / Multi-Product
ACB-C001364,3,High Risk / Low Engagement
ACB-C001365,0,Premium / Multi-Product
ACB-C001366,3,High Risk / Low Engagement
ACB-C001367,3,High Risk / Low Engagement
ACB-C001368,0,Premium / Multi-Product
ACB-C001369,0,Premium / Multi-Product
ACB-C001370,0,Premium / Multi-Product
ACB-C001371,0,Premium / Multi-Product
ACB-C001372,1,Stable Core Customer
ACB-C001373,1,Stable Core Customer
ACB-C001374,1,Stable Core Customer
ACB-C001375,0,Premium / Multi-Product
ACB-C001376,1,Stable Core Customer
ACB-C001377,1,Stable Core Customer
ACB-C001378,0,Premium / Multi-Product
ACB-C001379,0,Premium / Multi-Product
ACB-C001380,3,High Risk / Low Engagement
ACB-C001381,3,High Risk / Low Engagement
ACB-C001382,3,High Risk / Low Engagement
ACB-C001383,3,High Risk / Low Engagement
ACB-C001384,0,Premium / Multi-Product
ACB-C001385,0,Premium / Multi-Product
ACB-C001386,3,High Risk / Low Engagement
ACB-C001387,3,High Risk / Low Engagement
ACB-C001388,1,Stable Core Customer
ACB-C001389,0,Premium / Multi-Product
ACB-C001390,3,High Risk / Low Engagement
ACB-C001391,0,Premium / Multi-Product
ACB-C001392,0,Premium / Multi-Product
ACB-C001393,3,High Risk / Low Engagement
ACB-C001394,3,High Risk / Low Engagement
ACB-C001395,0,Premium / Multi-Product
ACB-C001396,3,High Risk / Low Engagement
ACB-C001397,0,Premium / Multi-Product
ACB-C001398,0,Premium / Multi-Product
ACB-C001399,0,Premium / Multi-Product
ACB-C001400,2,Developing / Building Credit
ACB-C001401,0,Premium / Multi-Product
ACB-C001402,0,Premium / Multi-Product
ACB-C001403,3,High Risk / Low Engagement
ACB-C001404,1,Stable Core Customer
ACB-C001405,3,High Risk / Low Engagement
ACB-C001406,0,Premium / Multi-Product
ACB-C001407,0,Premium / Multi-Product
ACB-C001408,3,High Risk / Low Engagement
ACB-C001409,3,High Risk / Low Engagement
ACB-C001410,0,Premium / Multi-Product
ACB-C001411,3,High Risk / Low Engagement
ACB-C001412,0,Premium / Multi-Product
ACB-C001413,0,Premium / Multi-Product
ACB-C001414,0,Premium / Multi-Product
ACB-C001415,3,High Risk / Low Engagement
ACB-C001416,3,High Risk / Low Engagement
ACB-C001417,2,Developing / Building Credit
ACB-C001418,3,High Risk / Low Engagement
ACB-C001419,0,Premium / Multi-Product
ACB-C001420,0,Premium / Multi-Product
ACB-C001421,0,Premium / Multi-Product
ACB-C001422,0,Premium / Multi-Product
ACB-C001423,1,Stable Core Customer
ACB-C001424,3,High Risk / Low Engagement
ACB-C001425,1,Stable Core Customer
ACB-C001426,1,Stable Core Customer
ACB-C001427,3,High Risk / Low Engagement
ACB-C001428,0,Premium / Multi-Product
ACB-C001429,3,High Risk / Low Engagement
ACB-C001430,0,Premium / Multi-Product
ACB-C001431,0,Premium / Multi-Product
ACB-C001432,0,Premium / Multi-Product
ACB-C001433,0,Premium / Multi-Product
ACB-C001434,0,Premium / Multi-Product
ACB-C001435,0,Premium / Multi-Product
ACB-C001436,0,Premium / Multi-Product
ACB-C001437,0,Premium / Multi-Product
ACB-C001438,1,Stable Core Customer
ACB-C001439,0,Premium / Multi-Product
ACB-C001440,1,Stable Core Customer
ACB-C001441,0,Premium / Multi-Product
ACB-C001442,1,Stable Core Customer
ACB-C001443,1,Stable Core Customer
ACB-C001444,0,Premium / Multi-Product
ACB-C001445,1,Stable Core Customer
ACB-C001446,1,Stable Core Customer
ACB-C001447,0,Premium / Multi-Product
ACB-C001448,3,High Risk / Low Engagement
ACB-C001449,0,Premium / Multi-Product
ACB-C001450,0,Premium / Multi-Product
ACB-C001451,0,Premium / Multi-Product
ACB-C001452,3,High Risk / Low Engagement
ACB-C001453,3,High Risk / Low Engagement
ACB-C001454,0,Premium / Multi-Product
ACB-C001455,0,Premium / Multi-Product
ACB-C001456,3,High Risk / Low Engagement
ACB-C001457,0,Premium / Multi-Product
ACB-C001458,3,High Risk / Low Engagement
ACB-C001459,1,Stable Core Customer
ACB-C001460,0,Premium / Multi-Product
ACB-C001461,0,Premium / Multi-Product
ACB-C001462,1,Stable Core Customer
ACB-C001463,3,High Risk / Low Engagement
ACB-C001464,0,Premium / Multi-Product
ACB-C001465,3,High Risk / Low Engagement
ACB-C001466,1,Stable Core Customer
ACB-C001467,3,High Risk / Low Engagement
ACB-C001468,3,High Risk / Low Engagement
ACB-C001469,0,Premium / Multi-Product
ACB-C001470,1,Stable Core Customer
ACB-C001471,3,High Risk / Low Engagement
ACB-C001472,0,Premium / Multi-Product
ACB-C001473,0,Premium / Multi-Product
ACB-C001474,3,High Risk / Low Engagement
ACB-C001475,1,Stable Core Customer
ACB-C001476,0,Premium / Multi-Product
ACB-C001477,0,Premium / Multi-Product
ACB-C001478,1,Stable Core Customer
ACB-C001479,1,Stable Core Customer
ACB-C001480,3,High Risk / Low Engagement
ACB-C001481,3,High Risk / Low Engagement
ACB-C001482,3,High Risk / Low Engagement
ACB-C001483,3,High Risk / Low Engagement
ACB-C001484,0,Premium / Multi-Product
ACB-C001485,0,Premium / Multi-Product
ACB-C001486,0,Premium / Multi-Product
ACB-C001487,2,Developing / Building Credit
ACB-C001488,0,Premium / Multi-Product
ACB-C001489,2,Developing / Building Credit
ACB-C001490,1,Stable Core Customer
ACB-C001491,0,Premium / Multi-Product
ACB-C001492,1,Stable Core Customer
ACB-C001493,3,High Risk / Low Engagement
ACB-C001494,0,Premium / Multi-Product
ACB-C001495,0,Premium / Multi-Product
ACB-C001496,3,High Risk / Low Engagement
ACB-C001497,0,Premium / Multi-Product
ACB-C001498,0,Premium / Multi-Product
ACB-C001499,0,Premium / Multi-Product
ACB-C001500,1,Stable Core Customer
ACB-C001501,0,Premium / Multi-Product
ACB-C001502,3,High Risk / Low Engagement
ACB-C001503,0,Premium / Multi-Product
ACB-C001504,0,Premium / Multi-Product
ACB-C001505,3,High Risk / Low Engagement
ACB-C001506,3,High Risk / Low Engagement
ACB-C001507,1,Stable Core Customer
ACB-C001508,0,Premium / Multi-Product
ACB-C001509,3,High Risk / Low Engagement
ACB-C001510,0,Premium / Multi-Product
ACB-C001511,1,Stable Core Customer
ACB-C001512,1,Stable Core Customer
ACB-C001513,1,Stable Core Customer
ACB-C001514,3,High Risk / Low Engagement
ACB-C001515,0,Premium / Multi-Product
ACB-C001516,1,Stable Core Customer
ACB-C001517,3,High Risk / Low Engagement
ACB-C001518,0,Premium / Multi-Product
ACB-C001519,1,Stable Core Customer
ACB-C001520,1,Stable Core Customer
ACB-C001521,1,Stable Core Customer
ACB-C001522,0,Premium / Multi-Product
ACB-C001523,0,Premium / Multi-Product
ACB-C001524,1,Stable Core Customer
ACB-C001525,3,High Risk / Low Engagement
ACB-C001526,1,Stable Core Customer
ACB-C001527,3,High Risk / Low Engagement
ACB-C001528,0,Premium / Multi-Product
ACB-C001529,1,Stable Core Customer
ACB-C001530,2,Developing / Building Credit
ACB-C001531,0,Premium / Multi-Product
ACB-C001532,0,Premium / Multi-Product
ACB-C001533,0,Premium / Multi-Product
ACB-C001534,3,High Risk / Low Engagement
ACB-C001535,3,High Risk / Low Engagement
ACB-C001536,0,Premium / Multi-Product
ACB-C001537,0,Premium / Multi-Product
ACB-C001538,3,High Risk / Low Engagement
ACB-C001539,0,Premium / Multi-Product
ACB-C001540,0,Premium / Multi-Product
ACB-C001541,1,Stable Core Customer
ACB-C001542,1,Stable Core Customer
ACB-C001543,0,Premium / Multi-Product
ACB-C001544,3,High Risk / Low Engagement
ACB-C001545,1,Stable Core Customer
ACB-C001546,0,Premium / Multi-Product
ACB-C001547,1,Stable Core Customer
ACB-C001548,3,High Risk / Low Engagement
ACB-C001549,1,Stable Core Customer
ACB-C001550,0,Premium / Multi-Product
ACB-C001551,3,High Risk / Low Engagement
ACB-C001552,0,Premium / Multi-Product
ACB-C001553,0,Premium / Multi-Product
ACB-C001554,2,Developing / Building Credit
ACB-C001555,2,Developing / Building Credit
ACB-C001556,3,High Risk / Low Engagement
ACB-C001557,1,Stable Core Customer
ACB-C001558,1,Stable Core Customer
ACB-C001559,0,Premium / Multi-Product
ACB-C001560,1,Stable Core Customer
ACB-C001561,0,Premium / Multi-Product
ACB-C001562,0,Premium / Multi-Product
ACB-C001563,0,Premium / Multi-Product
ACB-C001564,3,High Risk / Low Engagement
ACB-C001565,3,High Risk / Low Engagement
ACB-C001566,0,Premium / Multi-Product
ACB-C001567,1,Stable Core Customer
ACB-C001568,3,High Risk / Low Engagement
ACB-C001569,3,High Risk / Low Engagement
ACB-C001570,1,Stable Core Customer
ACB-C001571,3,High Risk / Low Engagement
ACB-C001572,3,High Risk / Low Engagement
ACB-C001573,3,High Risk / Low Engagement
ACB-C001574,0,Premium / Multi-Product
ACB-C001575,3,High Risk / Low Engagement
ACB-C001576,2,Developing / Building Credit
ACB-C001577,3,High Risk / Low Engagement
ACB-C001578,1,Stable Core Customer
ACB-C001579,0,Premium / Multi-Product
ACB-C001580,3,High Risk / Low Engagement
ACB-C001581,0,Premium / Multi-Product
ACB-C001582,0,Premium / Multi-Product
ACB-C001583,0,Premium / Multi-Product
ACB-C001584,3,High Risk / Low Engagement
ACB-C001585,3,High Risk / Low Engagement
ACB-C001586,1,Stable Core Customer
ACB-C001587,3,High Risk / Low Engagement
ACB-C001588,3,High Risk / Low Engagement
ACB-C001589,1,Stable Core Customer
ACB-C001590,1,Stable Core Customer
ACB-C001591,3,High Risk / Low Engagement
ACB-C001592,0,Premium / Multi-Product
ACB-C001593,0,Premium / Multi-Product
ACB-C001594,3,High Risk / Low Engagement
ACB-C001595,3,High Risk / Low Engagement
ACB-C001596,3,High Risk / Low Engagement
ACB-C001597,1,Stable Core Customer
ACB-C001598,0,Premium / Multi-Product
ACB-C001599,0,Premium / Multi-Product
ACB-C001600,3,High Risk / Low Engagement
ACB-C001601,0,Premium / Multi-Product
ACB-C001602,1,Stable Core Customer
ACB-C001603,0,Premium / Multi-Product
ACB-C001604,2,Developing / Building Credit
ACB-C001605,3,High Risk / Low Engagement
ACB-C001606,3,High Risk / Low Engagement
ACB-C001607,0,Premium / Multi-Product
ACB-C001608,2,Developing / Building Credit
ACB-C001609,1,Stable Core Customer
ACB-C001610,0,Premium / Multi-Product
ACB-C001611,1,Stable Core Customer
ACB-C001612,0,Premium / Multi-Product
ACB-C001613,0,Premium / Multi-Product
ACB-C001614,0,Premium / Multi-Product
ACB-C001615,0,Premium / Multi-Product
ACB-C001616,0,Premium / Multi-Product
ACB-C001617,1,Stable Core Customer
ACB-C001618,0,Premium / Multi-Product
ACB-C001619,0,Premium / Multi-Product
ACB-C001620,2,Developing / Building Credit
ACB-C001621,1,Stable Core Customer
ACB-C001622,3,High Risk / Low Engagement
ACB-C001623,0,Premium / Multi-Product
ACB-C001624,0,Premium / Multi-Product
ACB-C001625,3,High Risk / Low Engagement
ACB-C001626,0,Premium / Multi-Product
ACB-C001627,1,Stable Core Customer
ACB-C001628,1,Stable Core Customer
ACB-C001629,0,Premium / Multi-Product
ACB-C001630,3,High Risk / Low Engagement
ACB-C001631,1,Stable Core Customer
ACB-C001632,3,High Risk / Low Engagement
ACB-C001633,1,Stable Core Customer
ACB-C001634,3,High Risk / Low Engagement
ACB-C001635,3,High Risk / Low Engagement
ACB-C001636,3,High Risk / Low Engagement
ACB-C001637,3,High Risk / Low Engagement
ACB-C001638,0,Premium / Multi-Product
ACB-C001639,1,Stable Core Customer
ACB-C001640,2,Developing / Building Credit
ACB-C001641,3,High Risk / Low Engagement
ACB-C001642,0,Premium / Multi-Product
ACB-C001643,0,Premium / Multi-Product
ACB-C001644,3,High Risk / Low Engagement
ACB-C001645,0,Premium / Multi-Product
ACB-C001646,2,Developing / Building Credit
ACB-C001647,2,Developing / Building Credit
ACB-C001648,0,Premium / Multi-Product
ACB-C001649,3,High Risk / Low Engagement
ACB-C001650,3,High Risk / Low Engagement
ACB-C001651,3,High Risk / Low Engagement
ACB-C001652,0,Premium / Multi-Product
ACB-C001653,3,High Risk / Low Engagement
ACB-C001654,3,High Risk / Low Engagement
ACB-C001655,0,Premium / Multi-Product
ACB-C001656,0,Premium / Multi-Product
ACB-C001657,1,Stable Core Customer
ACB-C001658,0,Premium / Multi-Product
ACB-C001659,0,Premium / Multi-Product
ACB-C001660,0,Premium / Multi-Product
ACB-C001661,1,Stable Core Customer
ACB-C001662,1,Stable Core Customer
ACB-C001663,0,Premium / Multi-Product
ACB-C001664,1,Stable Core Customer
ACB-C001665,3,High Risk / Low Engagement
ACB-C001666,0,Premium / Multi-Product
ACB-C001667,0,Premium / Multi-Product
ACB-C001668,3,High Risk / Low Engagement
ACB-C001669,0,Premium / Multi-Product
ACB-C001670,3,High Risk / Low Engagement
ACB-C001671,0,Premium / Multi-Product
ACB-C001672,3,High Risk / Low Engagement
ACB-C001673,2,Developing / Building Credit
ACB-C001674,0,Premium / Multi-Product
ACB-C001675,3,High Risk / Low Engagement
ACB-C001676,3,High Risk / Low Engagement
ACB-C001677,0,Premium / Multi-Product
ACB-C001678,3,High Risk / Low Engagement
ACB-C001679,0,Premium / Multi-Product
ACB-C001680,0,Premium / Multi-Product
ACB-C001681,0,Premium / Multi-Product
ACB-C001682,0,Premium / Multi-Product
ACB-C001683,0,Premium / Multi-Product
ACB-C001684,1,Stable Core Customer
ACB-C001685,1,Stable Core Customer
ACB-C001686,0,Premium / Multi-Product
ACB-C001687,1,Stable Core Customer
ACB-C001688,3,High Risk / Low Engagement
ACB-C001689,0,Premium / Multi-Product
ACB-C001690,3,High Risk / Low Engagement
ACB-C001691,0,Premium / Multi-Product
ACB-C001692,1,Stable Core Customer
ACB-C001693,0,Premium / Multi-Product
ACB-C001694,0,Premium / Multi-Product
ACB-C001695,0,Premium / Multi-Product
ACB-C001696,1,Stable Core Customer
ACB-C001697,0,Premium / Multi-Product
ACB-C001698,3,High Risk / Low Engagement
ACB-C001699,0,Premium / Multi-Product
ACB-C001700,3,High Risk / Low Engagement
ACB-C001701,0,Premium / Multi-Product
ACB-C001702,0,Premium / Multi-Product
ACB-C001703,1,Stable Core Customer
ACB-C001704,1,Stable Core Customer
ACB-C001705,0,Premium / Multi-Product
ACB-C001706,3,High Risk / Low Engagement
ACB-C001707,0,Premium / Multi-Product
ACB-C001708,2,Developing / Building Credit
ACB-C001709,0,Premium / Multi-Product
ACB-C001710,0,Premium / Multi-Product
ACB-C001711,0,Premium / Multi-Product
ACB-C001712,3,High Risk / Low Engagement
ACB-C001713,0,Premium / Multi-Product
ACB-C001714,1,Stable Core Customer
ACB-C001715,1,Stable Core Customer
ACB-C001716,0,Premium / Multi-Product
ACB-C001717,0,Premium / Multi-Product
ACB-C001718,0,Premium / Multi-Product
ACB-C001719,1,Stable Core Customer
ACB-C001720,0,Premium / Multi-Product
ACB-C001721,0,Premium / Multi-Product
ACB-C001722,3,High Risk / Low Engagement
ACB-C001723,0,Premium / Multi-Product
ACB-C001724,0,Premium / Multi-Product
ACB-C001725,1,Stable Core Customer
ACB-C001726,3,High Risk / Low Engagement
ACB-C001727,1,Stable Core Customer
ACB-C001728,0,Premium / Multi-Product
ACB-C001729,3,High Risk / Low Engagement
ACB-C001730,0,Premium / Multi-Product
ACB-C001731,0,Premium / Multi-Product
ACB-C001732,1,Stable Core Customer
ACB-C001733,0,Premium / Multi-Product
ACB-C001734,3,High Risk / Low Engagement
ACB-C001735,3,High Risk / Low Engagement
ACB-C001736,1,Stable Core Customer
ACB-C001737,3,High Risk / Low Engagement
ACB-C001738,1,Stable Core Customer
ACB-C001739,0,Premium / Multi-Product
ACB-C001740,1,Stable Core Customer
ACB-C001741,1,Stable Core Customer
ACB-C001742,0,Premium / Multi-Product
ACB-C001743,1,Stable Core Customer
ACB-C001744,3,High Risk / Low Engagement
ACB-C001745,0,Premium / Multi-Product
ACB-C001746,3,High Risk / Low Engagement
ACB-C001747,1,Stable Core Customer
ACB-C001748,0,Premium / Multi-Product
ACB-C001749,3,High Risk / Low Engagement
ACB-C001750,3,High Risk / Low Engagement
ACB-C001751,0,Premium / Multi-Product
ACB-C001752,1,Stable Core Customer
ACB-C001753,1,Stable Core Customer
ACB-C001754,3,High Risk / Low Engagement
ACB-C001755,0,Premium / Multi-Product
ACB-C001756,1,Stable Core Customer
ACB-C001757,1,Stable Core Customer
ACB-C001758,0,Premium / Multi-Product
ACB-C001759,0,Premium / Multi-Product
ACB-C001760,3,High Risk / Low Engagement
ACB-C001761,3,High Risk / Low Engagement
ACB-C001762,3,High Risk / Low Engagement
ACB-C001763,0,Premium / Multi-Product
ACB-C001764,3,High Risk / Low Engagement
ACB-C001765,1,Stable Core Customer
ACB-C001766,1,Stable Core Customer
ACB-C001767,0,Premium / Multi-Product
ACB-C001768,0,Premium / Multi-Product
ACB-C001769,0,Premium / Multi-Product
ACB-C001770,0,Premium / Multi-Product
ACB-C001771,3,High Risk / Low Engagement
ACB-C001772,0,Premium / Multi-Product
ACB-C001773,0,Premium / Multi-Product
ACB-C001774,0,Premium / Multi-Product
ACB-C001775,3,High Risk / Low Engagement
ACB-C001776,1,Stable Core Customer
ACB-C001777,1,Stable Core Customer
ACB-C001778,1,Stable Core Customer
ACB-C001779,3,High Risk / Low Engagement
ACB-C001780,0,Premium / Multi-Product
ACB-C001781,0,Premium / Multi-Product
ACB-C001782,1,Stable Core Customer
ACB-C001783,3,High Risk / Low Engagement
ACB-C001784,1,Stable Core Customer
ACB-C001785,3,High Risk / Low Engagement
ACB-C001786,3,High Risk / Low Engagement
ACB-C001787,3,High Risk / Low Engagement
ACB-C001788,0,Premium / Multi-Product
ACB-C001789,3,High Risk / Low Engagement
ACB-C001790,2,Developing / Building Credit
ACB-C001791,0,Premium / Multi-Product
ACB-C001792,1,Stable Core Customer
ACB-C001793,1,Stable Core Customer
ACB-C001794,1,Stable Core Customer
ACB-C001795,0,Premium / Multi-Product
ACB-C001796,3,High Risk / Low Engagement
ACB-C001797,3,High Risk / Low Engagement
ACB-C001798,0,Premium / Multi-Product
ACB-C001799,1,Stable Core Customer
ACB-C001800,3,High Risk / Low Engagement
ACB-C001801,0,Premium / Multi-Product
ACB-C001802,0,Premium / Multi-Product
ACB-C001803,1,Stable Core Customer
ACB-C001804,0,Premium / Multi-Product
ACB-C001805,2,Developing / Building Credit
ACB-C001806,2,Developing / Building Credit
ACB-C001807,1,Stable Core Customer
ACB-C001808,2,Developing / Building Credit
ACB-C001809,1,Stable Core Customer
ACB-C001810,3,High Risk / Low Engagement
ACB-C001811,1,Stable Core Customer
ACB-C001812,0,Premium / Multi-Product
ACB-C001813,0,Premium / Multi-Product
ACB-C001814,0,Premium / Multi-Product
ACB-C001815,3,High Risk / Low Engagement
ACB-C001816,1,Stable Core Customer
ACB-C001817,0,Premium / Multi-Product
ACB-C001818,3,High Risk / Low Engagement
ACB-C001819,1,Stable Core Customer
ACB-C001820,0,Premium / Multi-Product
ACB-C001821,0,Premium / Multi-Product
ACB-C001822,3,High Risk / Low Engagement
ACB-C001823,1,Stable Core Customer
ACB-C001824,0,Premium / Multi-Product
ACB-C001825,1,Stable Core Customer
ACB-C001826,0,Premium / Multi-Product
ACB-C001827,3,High Risk / Low Engagement
ACB-C001828,0,Premium / Multi-Product
ACB-C001829,1,Stable Core Customer
ACB-C001830,0,Premium / Multi-Product
ACB-C001831,0,Premium / Multi-Product
ACB-C001832,1,Stable Core Customer
ACB-C001833,1,Stable Core Customer
ACB-C001834,3,High Risk / Low Engagement
ACB-C001835,1,Stable Core Customer
ACB-C001836,3,High Risk / Low Engagement
ACB-C001837,0,Premium / Multi-Product
ACB-C001838,3,High Risk / Low Engagement
ACB-C001839,0,Premium / Multi-Product
ACB-C001840,0,Premium / Multi-Product
ACB-C001841,0,Premium / Multi-Product
ACB-C001842,1,Stable Core Customer
ACB-C001843,3,High Risk / Low Engagement
ACB-C001844,0,Premium / Multi-Product
ACB-C001845,3,High Risk / Low Engagement
ACB-C001846,0,Premium / Multi-Product
ACB-C001847,0,Premium / Multi-Product
ACB-C001848,1,Stable Core Customer
ACB-C001849,0,Premium / Multi-Product
ACB-C001850,3,High Risk / Low Engagement
ACB-C001851,3,High Risk / Low Engagement
ACB-C001852,3,High Risk / Low Engagement
ACB-C001853,0,Premium / Multi-Product
ACB-C001854,2,Developing / Building Credit
ACB-C001855,3,High Risk / Low Engagement
ACB-C001856,2,Developing / Building Credit
ACB-C001857,1,Stable Core Customer
ACB-C001858,3,High Risk / Low Engagement
ACB-C001859,1,Stable Core Customer
ACB-C001860,3,High Risk / Low Engagement
ACB-C001861,1,Stable Core Customer
ACB-C001862,0,Premium / Multi-Product
ACB-C001863,0,Premium / Multi-Product
ACB-C001864,0,Premium / Multi-Product
ACB-C001865,0,Premium / Multi-Product
ACB-C001866,1,Stable Core Customer
ACB-C001867,1,Stable Core Customer
ACB-C001868,1,Stable Core Customer
ACB-C001869,0,Premium / Multi-Product
ACB-C001870,3,High Risk / Low Engagement
ACB-C001871,1,Stable Core Customer
ACB-C001872,3,High Risk / Low Engagement
ACB-C001873,3,High Risk / Low Engagement
ACB-C001874,1,Stable Core Customer
ACB-C001875,0,Premium / Multi-Product
ACB-C001876,3,High Risk / Low Engagement
ACB-C001877,3,High Risk / Low Engagement
ACB-C001878,1,Stable Core Customer
ACB-C001879,1,Stable Core Customer
ACB-C001880,0,Premium / Multi-Product
ACB-C001881,0,Premium / Multi-Product
ACB-C001882,2,Developing / Building Credit
ACB-C001883,0,Premium / Multi-Product
ACB-C001884,3,High Risk / Low Engagement
ACB-C001885,3,High Risk / Low Engagement
ACB-C001886,1,Stable Core Customer
ACB-C001887,0,Premium / Multi-Product
ACB-C001888,0,Premium / Multi-Product
ACB-C001889,0,Premium / Multi-Product
ACB-C001890,0,Premium / Multi-Product
ACB-C001891,0,Premium / Multi-Product
ACB-C001892,0,Premium / Multi-Product
ACB-C001893,1,Stable Core Customer
ACB-C001894,3,High Risk / Low Engagement
ACB-C001895,3,High Risk / Low Engagement
ACB-C001896,0,Premium / Multi-Product
ACB-C001897,0,Premium / Multi-Product
ACB-C001898,0,Premium / Multi-Product
ACB-C001899,2,Developing / Building Credit
ACB-C001900,3,High Risk / Low Engagement
ACB-C001901,0,Premium / Multi-Product
ACB-C001902,0,Premium / Multi-Product
ACB-C001903,1,Stable Core Customer
ACB-C001904,3,High Risk / Low Engagement
ACB-C001905,1,Stable Core Customer
ACB-C001906,2,Developing / Building Credit
ACB-C001907,3,High Risk / Low Engagement
ACB-C001908,1,Stable Core Customer
ACB-C001909,1,Stable Core Customer
ACB-C001910,0,Premium / Multi-Product
ACB-C001911,3,High Risk / Low Engagement
ACB-C001912,3,High Risk / Low Engagement
ACB-C001913,0,Premium / Multi-Product
ACB-C001914,0,Premium / Multi-Product
ACB-C001915,0,Premium / Multi-Product
ACB-C001916,0,Premium / Multi-Product
ACB-C001917,0,Premium / Multi-Product
ACB-C001918,0,Premium / Multi-Product
ACB-C001919,2,Developing / Building Credit
ACB-C001920,3,High Risk / Low Engagement
ACB-C001921,0,Premium / Multi-Product
ACB-C001922,0,Premium / Multi-Product
ACB-C001923,0,Premium / Multi-Product
ACB-C001924,3,High Risk / Low Engagement
ACB-C001925,0,Premium / Multi-Product
ACB-C001926,0,Premium / Multi-Product
ACB-C001927,1,Stable Core Customer
ACB-C001928,3,High Risk / Low Engagement
ACB-C001929,0,Premium / Multi-Product
ACB-C001930,0,Premium / Multi-Product
ACB-C001931,0,Premium / Multi-Product
ACB-C001932,0,Premium / Multi-Product
ACB-C001933,0,Premium / Multi-Product
ACB-C001934,0,Premium / Multi-Product
ACB-C001935,3,High Risk / Low Engagement
ACB-C001936,3,High Risk / Low Engagement
ACB-C001937,3,High Risk / Low Engagement
ACB-C001938,3,High Risk / Low Engagement
ACB-C001939,3,High Risk / Low Engagement
ACB-C001940,0,Premium / Multi-Product
ACB-C001941,0,Premium / Multi-Product
ACB-C001942,3,High Risk / Low Engagement
ACB-C001943,0,Premium / Multi-Product
ACB-C001944,0,Premium / Multi-Product
ACB-C001945,0,Premium / Multi-Product
ACB-C001946,0,Premium / Multi-Product
ACB-C001947,0,Premium / Multi-Product
ACB-C001948,2,Developing / Building Credit
ACB-C001949,1,Stable Core Customer
ACB-C001950,3,High Risk / Low Engagement
ACB-C001951,2,Developing / Building Credit
ACB-C001952,1,Stable Core Customer
ACB-C001953,1,Stable Core Customer
ACB-C001954,2,Developing / Building Credit
ACB-C001955,2,Developing / Building Credit
ACB-C001956,0,Premium / Multi-Product
ACB-C001957,0,Premium / Multi-Product
